Лемма	positive		negative		not positive	pos fraction		pos fraction without Moscow		mean pos percentage		mean neg percentage		pos neg ratio		percentage defect		rank defect	
тютина	43	43	360	360	843	10.67	10.67	17.41	17.41	0.19	0.19	0.32	0.32	0.58	0.58	0.42	0.42	1.00	1.00
тулик	6	6	18	18	27	25.00	25.00	27.27	27.27	0.03	0.03	0.05	0.05	0.58	0.58	0.42	0.42	1.00	1.00
Новосиб	1525	1525	2298	2268	2855	39.89	40.21	55.09	55.70	1.35	1.35	2.42	0.89	0.56	1.51	0.51	0.15	0.58	0.31
водогрей	152	152	81	81	177	65.24	65.24	81.28	81.28	0.03	0.06	0.06	0.01	0.54	8.95	0.49	0.00	0.75	0.00
кастрюльщик	8	8	3	3	6	72.73	72.73	72.73	72.73	0.03	0.03	0.06	0.00	0.54	inf	0.46	0.00	1.00	0.00
потеряшка	137	137	986	978	889	12.20	12.29	17.93	18.12	0.08	0.11	0.15	0.09	0.54	1.14	0.54	0.27	0.74	0.51
ганделик	44	44	2	2	22	95.65	95.65	97.78	97.78	0.01	0.01	0.01	0.00	0.54	inf	0.46	0.00	1.00	0.00
рабарбар	20	20	41	41	40	32.79	32.79	34.48	34.48	0.09	0.09	0.17	0.17	0.54	0.54	0.46	0.46	1.00	1.00
догоняшки	39	39	106	106	161	26.90	26.90	35.45	35.45	0.07	0.07	0.13	0.07	0.53	1.05	0.49	0.10	0.78	0.44
тям	107	107	128	125	246	45.53	46.12	64.46	65.64	0.04	0.04	0.07	0.01	0.53	3.28	0.55	0.13	0.70	0.14
яйла	338	338	1214	1203	751	21.78	21.93	28.38	28.64	2.42	2.42	4.62	1.33	0.52	1.82	0.48	0.00	1.00	0.00
бздых	22	22	65	65	235	25.29	25.29	29.33	29.33	0.09	0.09	0.18	0.18	0.52	0.52	0.48	0.48	1.00	1.00
тэшка	59	59	145	145	115	28.92	28.92	35.54	35.54	0.04	0.04	0.08	0.05	0.51	0.76	0.51	0.51	0.75	0.50
мобилка	2351	2351	4582	4565	5719	33.91	33.99	50.40	50.58	0.39	0.39	0.79	0.79	0.50	0.50	0.50	0.50	1.00	1.00
Ирк	79	79	224	224	304	26.07	26.07	53.38	53.38	0.02	0.02	0.05	0.02	0.49	1.53	0.51	0.00	1.00	0.00
шалабушки	18	18	5	5	10	78.26	78.26	85.71	85.71	0.01	0.01	0.01	0.00	0.49	inf	0.51	0.00	1.00	0.00
маланец	12	12	11	11	27	52.17	52.17	60.00	60.00	0.01	0.00	0.02	0.00	0.49	inf	0.51	0.00	1.00	0.00
ругачка	40	40	121	121	137	24.84	24.84	35.71	35.71	0.03	0.02	0.06	0.03	0.48	0.79	0.57	0.43	0.80	0.56
Кривбасс	437	437	128	128	993	77.35	77.35	95.62	95.62	0.07	0.07	0.16	0.01	0.46	6.47	0.54	0.00	1.00	0.00
баклажка	828	828	383	380	753	68.37	68.54	48.38	48.58	0.18	0.20	0.40	0.38	0.46	0.52	0.63	0.61	0.54	0.48
селючка	17	17	1	1	21	94.44	94.44	94.44	94.44	0.00	0.00	0.01	0.00	0.44	inf	0.56	0.00	1.00	0.00
юганский	12	12	34	34	31	26.09	26.09	31.58	31.58	0.12	0.12	0.27	0.27	0.44	0.44	0.56	0.56	1.00	1.00
замного	24	24	72	71	99	25.00	25.26	35.29	35.82	0.04	0.04	0.10	0.04	0.42	1.13	0.63	0.31	0.67	0.50
сворот	54	54	124	121	100	30.34	30.86	38.03	38.85	0.11	0.11	0.26	0.15	0.42	0.73	0.58	0.44	1.00	0.56
курумник	255	255	517	512	353	33.03	33.25	42.43	42.79	0.25	0.28	0.61	0.22	0.42	1.31	0.66	0.25	0.75	0.64
сарайка	176	176	245	238	327	41.81	42.51	58.47	59.86	0.10	0.12	0.25	0.02	0.42	6.09	0.67	0.01	0.24	0.01
политсила	293	293	55	55	264	84.20	84.20	90.43	90.43	0.05	0.05	0.12	0.00	0.41	15.60	0.59	0.00	1.00	0.00
однёрка	23	23	72	72	63	24.21	24.21	33.33	33.33	0.05	0.18	0.12	0.17	0.41	1.06	0.65	0.00	0.80	0.00
бадик	13	13	64	64	84	16.88	16.88	24.07	24.07	0.06	0.04	0.07	0.10	0.81	0.41	0.37	0.59	0.62	1.00
козный	8	8	7	7	17	53.33	53.33	57.14	57.14	0.05	0.05	0.13	0.00	0.40	inf	0.60	0.00	1.00	0.00
Ижик	19	19	64	58	16	22.89	24.68	33.93	38.00	0.29	0.29	0.72	0.27	0.40	1.07	0.60	0.00	1.00	0.00
горбулка	10	10	13	13	8	43.48	43.48	43.48	43.48	0.05	0.05	0.12	0.12	0.39	0.39	0.61	0.61	1.00	1.00
стёрка	110	110	203	202	254	35.14	35.26	50.00	50.23	0.03	0.03	0.09	0.05	0.38	0.64	0.62	0.49	0.88	0.68
селюк	231	231	141	141	207	62.10	62.10	84.93	84.93	0.04	0.04	0.10	0.10	0.38	0.38	0.62	0.62	1.00	1.00
растрынькать	13	13	3	3	20	81.25	81.25	92.86	92.86	0.01	0.00	0.01	0.00	0.37	inf	0.64	0.00	0.75	0.00
дикорос	71	71	256	249	278	21.71	22.19	30.47	31.42	0.11	0.13	0.31	0.18	0.36	0.75	0.64	0.47	1.00	0.50
брежневка	67	67	128	127	231	34.36	34.54	45.27	45.58	0.03	0.04	0.05	0.12	0.56	0.35	0.60	0.72	0.26	0.33
повешаться	62	62	55	52	100	52.99	54.39	64.58	66.67	0.04	0.06	0.13	0.03	0.33	1.91	0.73	0.24	0.48	0.25
жлыга	25	25	17	17	42	59.52	59.52	75.76	75.76	0.01	0.01	0.02	0.02	0.50	0.33	0.50	0.67	1.00	1.00
матный	50	50	1012	1010	1069	4.71	4.72	7.67	7.69	0.08	0.08	0.23	0.23	0.33	0.33	0.67	0.67	1.00	1.00
дудлить	38	38	13	13	70	74.51	74.51	79.17	79.17	0.01	0.01	0.02	0.00	0.33	inf	0.67	0.00	1.00	0.00
хабазина	7	7	7	7	3	50.00	50.00	50.00	50.00	0.02	0.02	0.05	0.00	0.33	inf	0.67	0.00	1.00	0.00
красноголовик	35	35	48	46	49	42.17	43.21	46.05	47.30	0.07	0.09	0.22	0.00	0.33	22.39	0.73	0.00	0.69	0.00
парафия	108	108	30	30	127	78.26	78.26	84.38	84.38	0.01	0.02	0.04	0.01	0.32	2.68	0.68	0.00	1.00	0.00
новосибовский	19	19	2	2	11	90.48	90.48	95.00	95.00	0.01	0.01	0.02	0.00	0.31	inf	0.69	0.00	1.00	0.00
сродный	20	20	301	301	309	6.23	6.23	8.70	8.70	0.03	0.03	0.08	0.04	0.31	0.79	0.69	0.25	1.00	0.50
полторушка	40	40	16	16	49	71.43	71.43	83.33	83.33	0.01	0.01	0.03	0.00	0.31	29.63	0.70	0.00	0.94	0.00
пухто	46	46	16	16	71	74.19	74.19	80.70	80.70	0.02	0.02	0.06	0.00	0.31	33.77	0.69	0.00	1.00	0.00
улка	92	92	277	276	331	24.93	25.00	33.09	33.21	0.06	0.07	0.16	0.22	0.40	0.30	0.63	0.70	0.91	1.00
секционка	9	9	195	195	75	4.41	4.41	6.62	6.62	0.04	0.03	0.12	0.03	0.30	1.12	0.70	0.00	1.00	0.00
занос	2274	2274	3415	3392	4993	39.97	40.13	0.00	0.00	0.24	0.24	0.81	0.81	0.30	0.30	0.70	0.70	1.00	1.00
многоквартирник	11	11	25	25	41	30.56	30.56	40.74	40.74	0.01	0.01	0.02	0.04	0.68	0.29	0.49	0.71	0.62	1.00
темнушка	11	11	41	41	53	21.15	21.15	33.33	33.33	0.02	0.04	0.07	0.04	0.29	1.08	0.71	0.00	0.94	0.00
верхонка	22	22	34	31	65	39.29	41.51	46.81	50.00	0.03	0.03	0.10	0.00	0.27	32.18	0.75	0.00	0.86	0.00
кубло	269	269	218	216	334	55.24	55.46	70.60	70.98	0.02	0.04	0.08	0.09	0.27	0.48	0.74	0.52	0.94	1.00
бодлон	9	9	8	8	17	52.94	52.94	81.82	81.82	0.00	0.00	0.01	0.00	0.27	5.63	0.73	0.00	1.00	0.00
жердель	13	13	23	23	20	36.11	36.11	43.33	43.33	0.01	0.01	0.05	0.04	0.26	0.30	0.76	0.76	0.75	0.50
обменник	153	153	4023	4004	4548	3.66	3.68	6.52	6.57	0.21	0.21	0.82	0.82	0.25	0.25	0.75	0.75	1.00	1.00
паровать	25	25	19	19	34	56.82	56.82	71.43	71.43	0.00	0.00	0.02	0.00	0.23	4.26	0.77	0.00	1.00	0.00
реготать	191	191	28	28	136	87.21	87.21	92.27	92.27	0.02	0.03	0.09	0.00	0.23	13.42	0.79	0.00	0.75	0.00
локер	62	62	296	296	458	17.32	17.32	29.81	29.81	0.02	0.02	0.11	0.11	0.22	0.22	0.78	0.78	1.00	1.00
кушери	13	13	26	24	30	33.33	35.14	39.39	41.94	0.06	0.06	0.25	0.06	0.22	0.98	0.78	0.02	1.00	1.00
ляпки	14	14	44	44	50	24.14	24.14	31.11	31.11	0.03	0.03	0.13	0.00	0.22	5.92	0.79	0.00	0.50	0.00
кугутский	8	8	1	0	12	88.89	100.00	88.89	100.00	0.01	0.03	0.06	0.00	0.21	inf	0.83	0.00	0.50	0.00
стародачный	49	49	14	14	38	77.78	77.78	30.00	30.00	0.01	0.01	0.03	0.02	0.20	0.29	0.80	0.75	1.00	0.50
скобарский	8	8	5	5	13	61.54	61.54	72.73	72.73	0.00	0.00	0.02	0.00	0.20	inf	0.80	0.00	1.00	0.00
обменка	212	212	213	212	254	49.88	50.00	72.35	72.60	0.09	0.03	0.45	0.05	0.20	0.66	0.82	0.34	0.81	1.00
сидушка	943	943	1239	1229	1638	43.22	43.42	0.00	0.00	0.10	0.10	0.51	0.45	0.19	0.22	0.81	0.78	1.00	1.00
шурупать	11	11	2	2	11	84.62	84.62	91.67	91.67	0.00	0.00	0.01	0.00	0.19	inf	0.81	0.00	1.00	0.00
латка	173	173	721	716	726	19.35	19.46	24.37	24.54	0.07	0.07	0.37	0.28	0.19	0.24	0.81	0.76	1.00	1.00
пятнашки	200	200	1210	1201	1135	14.18	14.28	25.32	25.61	0.08	0.08	0.43	0.22	0.18	0.36	0.82	0.64	1.00	1.00
кунять	68	68	12	12	73	85.00	85.00	89.47	89.47	0.01	0.01	0.06	0.00	0.18	inf	0.82	0.00	1.00	0.00
шкрек	9	9	4	4	2	69.23	69.23	75.00	75.00	0.00	0.00	0.01	0.00	0.18	inf	0.82	0.00	1.00	0.00
горпарк	42	42	133	133	155	24.00	24.00	27.10	27.10	0.04	0.06	0.22	0.37	0.19	0.17	0.83	0.83	0.81	0.75
чебак	51	51	81	69	92	38.64	42.50	42.50	47.22	0.06	0.06	0.38	0.03	0.16	1.79	0.84	0.08	0.69	0.19
перваш	26	26	30	29	45	46.43	47.27	49.06	50.00	0.16	0.16	0.95	0.09	0.16	1.82	0.84	0.00	1.00	0.00
сорожка	15	15	47	43	75	24.19	25.86	29.41	31.91	0.03	0.02	0.18	0.03	0.16	0.67	0.85	0.33	0.78	1.00
Юганск	6	6	82	82	110	6.82	6.82	10.00	10.00	0.06	0.06	0.39	0.39	0.15	0.15	0.85	0.85	1.00	1.00
новостийный	111	111	156	156	180	41.57	41.57	50.92	50.92	0.02	0.02	0.13	0.10	0.14	0.19	0.86	0.81	1.00	1.00
ранешный	12	12	24	24	129	33.33	33.33	35.29	35.29	0.00	0.00	0.03	0.00	0.13	2.09	0.87	0.00	1.00	0.00
кура	84	84	288	286	382	22.58	22.70	38.71	39.07	0.03	0.03	0.20	0.25	0.16	0.13	0.84	0.87	1.00	1.00
политпроект	23	23	55	55	68	29.49	29.49	47.92	47.92	0.00	0.00	0.03	0.01	0.12	0.58	0.88	0.42	1.00	1.00
коринка	26	26	126	126	205	17.11	17.11	32.91	32.91	0.01	0.01	0.06	0.01	0.12	1.28	0.88	0.00	1.00	0.00
полярка	37	37	97	83	109	27.61	30.83	36.27	42.05	0.29	0.58	2.45	0.26	0.12	2.26	0.89	0.00	0.75	0.00
греча	1254	1252	6174	6093	6833	16.88	17.05	27.43	27.89	0.29	0.46	2.61	1.16	0.11	0.39	0.89	0.61	1.00	1.00
шаять	10	10	23	22	23	30.30	31.25	38.46	40.00	0.01	0.01	0.06	0.00	0.11	15.15	0.89	0.00	1.00	0.00
грачевать	17	17	3	3	22	85.00	85.00	85.00	85.00	0.01	0.01	0.12	0.00	0.11	inf	0.89	0.00	1.00	0.00
ранешний	35	35	185	184	577	15.91	15.98	19.66	19.77	0.01	0.01	0.11	0.05	0.10	0.21	0.90	0.79	1.00	1.00
скобарство	5	5	1	1	2	83.33	83.33	83.33	83.33	0.00	0.00	0.02	0.00	0.10	inf	0.90	0.00	1.00	0.00
ремок	12	12	48	47	60	20.00	20.34	28.57	29.27	0.02	0.02	0.27	0.00	0.09	7.54	0.91	0.00	0.81	0.00
сорога	16	16	94	93	68	14.55	14.68	20.00	20.25	0.03	0.06	0.31	0.76	0.10	0.08	0.90	0.92	1.00	1.00
муляка	35	35	58	55	64	37.63	38.89	47.95	50.00	0.01	0.02	0.17	0.02	0.08	0.79	0.92	0.40	1.00	0.50
глось	5	5	17	17	16	22.73	22.73	29.41	29.41	0.00	0.00	0.01	0.00	0.07	0.21	0.93	0.79	1.00	1.00
кублиться	6	6	1	1	6	85.71	85.71	85.71	85.71	0.00	0.00	0.01	0.00	0.07	inf	0.93	0.00	1.00	0.00
Вартовск	12	12	169	168	130	6.63	6.67	9.09	9.16	0.12	0.12	1.73	1.73	0.07	0.07	0.93	0.93	1.00	1.00
глоссик	11	11	14	14	14	44.00	44.00	61.11	61.11	0.00	0.00	0.03	0.00	0.07	2.51	0.93	0.00	1.00	0.00
дюндель	20	20	14	14	23	58.82	58.82	74.07	74.07	0.00	0.00	0.05	0.00	0.06	4.57	0.94	0.00	1.00	0.00
кугутня	7	7	1	1	4	87.50	87.50	87.50	87.50	0.00	0.00	0.02	0.00	0.06	inf	0.94	0.00	1.00	0.00
наявность	43	43	4	3	24	91.49	93.48	91.49	93.48	0.01	0.01	0.13	0.00	0.06	inf	0.94	0.00	1.00	0.00
догонялки	64	64	2696	2679	2525	2.32	2.33	3.75	3.79	0.11	0.20	2.02	0.27	0.06	0.74	0.94	0.26	1.00	1.00
чубарик	6	6	29	29	45	17.14	17.14	26.09	26.09	0.01	0.01	0.17	0.00	0.05	6.33	0.95	0.00	1.00	0.00
чинарик	59	59	119	119	164	33.15	33.15	0.00	0.00	0.01	0.01	0.14	0.14	0.04	0.04	0.96	0.96	1.00	1.00
мобиль	19	19	2051	2034	1898	0.92	0.93	1.80	1.83	0.13	0.13	3.19	0.41	0.04	0.32	0.96	0.68	1.00	1.00
Симфи	28	28	35	34	65	44.44	45.16	62.22	63.64	0.00	0.00	0.15	0.00	0.03	1.33	0.97	0.00	1.00	0.00
скобарь	74	74	99	99	149	42.77	42.77	48.05	48.05	0.02	0.03	0.57	1.06	0.04	0.03	0.96	0.97	1.00	1.00
копач	5	5	194	189	252	2.51	2.58	2.92	3.01	0.02	0.02	1.19	1.19	0.02	0.02	0.98	0.98	1.00	1.00
мантоварка	27	27	42	42	101	39.13	39.13	6.67	6.67	0.01	0.00	0.11	0.15	0.12	0.02	0.88	0.98	1.00	1.00
скиба	15	15	9	7	26	62.50	68.18	78.95	88.24	0.00	0.00	0.28	0.00	0.01	4.79	0.99	0.00	1.00	0.00
красовский	22	22	1232	1232	1090	1.75	1.75	3.35	3.35	0.01	0.01	2.30	2.30	0.00	0.00	1.00	1.00	1.00	1.00
автолайн	12	12	338	337	409	3.43	3.44	7.19	7.23	0.01	0.00	0.27	0.38	0.03	0.00	0.97	1.00	1.00	1.00
кашкалдак	2	2	6	6	4	25.00	25.00	40.00	40.00	0.02	0.00	0.00	0.00	6.43	0.00	0.00	0.00	0.00	1.00
шамела	0	0	3	3	3	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
турлы	0	0	11	11	32	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	1.00	1.00
богодул	6	6	21	20	12	22.22	23.08	28.57	30.00	0.09	0.00	0.10	0.08	0.91	0.00	0.36	0.00	0.50	1.00
шаталить	1	1	9	9	7	10.00	10.00	12.50	12.50	0.03	0.00	0.01	0.00	2.45	0.00	0.00	0.00	0.00	1.00
хабарь	3	3	169	168	86	1.74	1.75	1.80	1.81	0.01	0.00	0.38	0.22	0.03	0.00	0.97	0.00	1.00	1.00
сотовик	2	2	209	208	401	0.95	0.95	1.72	1.74	0.01	0.00	0.12	0.05	0.04	0.00	0.96	0.00	1.00	1.00
залеп	1	1	46	46	46	2.13	2.13	2.70	2.70	0.00	0.00	0.10	0.10	0.03	0.00	0.97	0.00	1.00	1.00
наготово	1	1	7	7	12	12.50	12.50	20.00	20.00	0.02	0.00	0.06	0.00	0.28	0.00	0.72	0.00	1.00	1.00
улучшенка	6	6	4	3	33	60.00	66.67	60.00	66.67	0.02	0.00	0.02	0.00	0.68	0.00	0.57	0.00	0.24	1.00
бодан	0	0	8	7	11	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	1.00	1.00
хабзайка	1	1	1	1	1	50.00	50.00	100.00	100.00	0.01	0.00	0.00	0.00	72.12	0.00	0.00	0.00	0.00	1.00
бендёшка	1	1	1	1	3	50.00	50.00	50.00	50.00	0.01	0.00	0.00	0.00	18.93	0.00	0.00	0.00	0.00	1.00
закольщик	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
Крас	0	0	186	185	154	0.00	0.00	0.00	0.00	0.00	0.00	0.64	0.01	0.00	0.00	0.00	0.00	1.00	1.00
чкаться	2	2	5	5	17	28.57	28.57	50.00	50.00	0.03	0.00	0.03	0.00	1.22	0.00	0.15	0.00	0.50	1.00
мещер	0	0	3	3	9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
сущик	0	0	17	17	43	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	1.00	1.00
кишкинка	3	3	2	2	2	60.00	60.00	75.00	75.00	0.09	0.00	0.03	0.00	2.71	0.00	0.00	0.00	0.00	1.00
копшук	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
забутовка	0	0	217	217	114	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.04	0.00	0.00	0.00	0.00	1.00	1.00
Севик	1	1	126	126	45	0.79	0.79	1.37	1.37	0.01	0.00	0.59	0.59	0.01	0.00	0.99	0.00	1.00	1.00
треста	0	0	4	4	1	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	1.00	1.00
Ахтари	2	2	6	6	19	25.00	25.00	66.67	66.67	0.01	0.00	0.00	0.00	11.29	0.00	0.00	0.00	0.00	1.00
улусник	0	0	12	12	3	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	1.00	1.00
биндёга	1	1	0	0	0	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
прибойка	3	3	9	9	7	25.00	25.00	30.00	30.00	0.18	0.00	0.04	0.00	4.20	0.00	0.00	0.00	0.00	1.00
пиджачник	1	1	18	18	21	5.26	5.26	6.67	6.67	0.06	0.00	0.04	0.00	1.66	0.00	0.00	0.00	0.00	1.00
капшук	0	0	67	67	40	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.03	0.00	0.00	0.00	0.00	1.00	1.00
сгондобить	2	2	11	11	9	15.38	15.38	40.00	40.00	0.01	0.00	0.00	0.00	2.64	0.00	0.00	0.00	0.00	1.00
фендибоберный	0	0	2	2	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
люксованный	1	1	0	0	2	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
бодач	2	2	0	0	1	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
рогатник	0	0	1	1	12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
Борнеаполь	3	3	0	0	2	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
бегушка	3	3	9	9	6	25.00	25.00	33.33	33.33	0.07	0.00	0.03	0.00	2.01	0.00	0.15	0.00	0.50	1.00
швендаться	0	0	1	1	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
городушки	2	2	16	16	19	11.11	11.11	20.00	20.00	0.01	0.00	0.01	0.00	0.73	0.00	0.41	0.00	0.75	1.00
бендёга	0	0	9	9	8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
купорка	4	4	1	1	9	80.00	80.00	100.00	100.00	0.02	0.00	0.00	0.00	164.54	0.00	0.00	0.00	0.00	1.00
ламбушка	2	0	20	20	31	9.09	0.00	13.33	0.00	0.29	0.00	0.03	0.00	8.95	0.00	0.00	0.00	0.00	1.00
позница	4	4	5	5	9	44.44	44.44	66.67	66.67	0.06	0.00	0.01	0.00	9.04	0.00	0.02	0.00	0.11	1.00
гороховица	4	4	2	2	3	66.67	66.67	100.00	100.00	0.07	0.00	0.00	0.00	313.97	0.00	0.00	0.00	0.00	1.00
карпать	0	0	7	7	19	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
фортан	2	2	8	8	14	20.00	20.00	40.00	40.00	0.03	0.00	0.00	0.00	5.95	0.00	0.00	0.00	0.00	1.00
царанка	1	1	1	1	1	50.00	50.00	50.00	50.00	0.01	0.00	0.01	0.00	1.82	0.00	0.00	0.00	0.00	1.00
Симфик	3	3	12	12	26	20.00	20.00	30.00	30.00	0.02	0.00	0.07	0.00	0.29	0.00	0.71	0.00	1.00	1.00
кантарик	3	3	12	12	0	20.00	20.00	42.86	42.86	0.01	0.00	0.01	0.00	0.71	0.00	0.47	0.00	0.75	1.00
похожать	0	0	14	14	17	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
строгалка	2	2	5	5	18	28.57	28.57	50.00	50.00	0.01	0.00	0.00	0.00	4.86	0.00	0.00	0.00	0.00	1.00
обремкаться	1	1	0	0	2	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
шарушки	3	3	4	4	13	42.86	42.86	60.00	60.00	0.01	0.00	0.01	0.00	0.65	0.00	0.35	0.00	1.00	1.00
уйковый	1	0	0	0	1	100.00	0.00	100.00	0.00	0.10	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
Порноул	0	0	1	1	3	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
пустоледье	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
дерибас	0	0	195	195	154	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.15	0.00	0.00	0.00	0.00	1.00	1.00
перебуробить	1	1	1	1	1	50.00	50.00	100.00	100.00	0.01	0.00	0.00	0.00	89.98	0.00	0.00	0.00	0.00	1.00
Слепцовск	3	0	31	31	41	8.82	0.00	25.00	0.00	0.33	0.00	0.24	0.00	1.35	0.00	0.00	0.00	0.00	1.00
автомиг	1	1	13	13	8	7.14	7.14	10.00	10.00	0.00	0.00	0.02	0.02	0.07	0.00	0.93	0.00	1.00	1.00
скобарьё	4	4	2	2	0	66.67	66.67	66.67	66.67	0.00	0.00	0.04	0.00	0.04	0.00	0.96	0.00	1.00	1.00
своротка	4	4	0	0	4	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
изнохратить	4	4	1	1	6	80.00	80.00	80.00	80.00	0.01	0.00	0.02	0.00	0.63	0.00	0.37	0.00	1.00	1.00
богодульник	1	1	0	0	0	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
дирик	0	0	153	152	149	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.14	0.00	0.00	0.00	0.00	1.00	1.00
вартовский	0	0	21	21	27	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.18	0.00	0.00	0.00	0.00	1.00	1.00
хазбат	4	0	2	2	1	66.67	0.00	100.00	0.00	0.40	0.00	0.00	0.00	1920.75	0.00	0.00	0.00	0.00	1.00
шишковать	5	5	5	5	10	50.00	50.00	55.56	55.56	0.01	0.00	0.04	0.00	0.13	0.00	0.87	0.00	1.00	1.00
кинодворец	4	4	8	8	12	33.33	33.33	66.67	66.67	0.00	0.00	0.00	0.00	0.85	0.00	0.15	0.00	1.00	1.00
чэбэшка	0	0	4	4	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
гопа	3	3	1076	1068	1062	0.28	0.28	0.40	0.40	0.05	0.00	0.38	0.14	0.12	0.00	0.88	0.00	1.00	1.00
солильщик	0	0	1	1	10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
котельцовый	4	4	0	0	2	100.00	100.00	100.00	100.00	0.05	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
рогачка	1	1	9	7	5	10.00	12.50	11.11	14.29	0.02	0.00	0.48	0.00	0.04	0.00	0.96	0.00	1.00	1.00
максовать	4	4	0	0	5	100.00	100.00	100.00	100.00	0.03	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
ераз	3	3	81	81	56	3.57	3.57	6.25	6.25	0.10	0.00	0.25	0.25	0.41	0.00	0.59	0.00	1.00	1.00
Ижмуртск	0	0	3	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
чухать	0	0	473	469	405	0.00	0.00	0.00	0.00	0.00	0.00	0.23	0.12	0.00	0.00	0.00	0.00	1.00	1.00
хмызня	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
пирожковоз	0	0	8	8	11	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	1.00	1.00
Златка	0	0	44	44	22	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.01	0.00	0.00	0.00	0.00	1.00	1.00
трущобник	3	3	14	14	26	17.65	17.65	25.00	25.00	0.01	0.00	0.02	0.00	0.32	0.00	0.68	0.00	1.00	1.00
голить	7	7	195	192	143	3.47	3.52	4.17	4.24	0.01	0.00	0.21	0.22	0.06	0.00	0.94	0.00	1.00	1.00
подтопольник	2	2	1	1	2	66.67	66.67	100.00	100.00	0.00	0.00	0.00	0.00	65.84	0.00	0.00	0.00	0.00	1.00
метельщик	0	0	50	49	74	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	1.00	1.00
засыпушка	4	4	3	2	3	57.14	66.67	57.14	66.67	0.01	0.00	0.13	0.00	0.08	0.00	0.92	0.00	0.56	1.00
фендебобер	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
