Лемма	positive		negative		not positive	pos fraction		pos fraction without Moscow		mean pos percentage		mean neg percentage		pos neg ratio		percentage defect		rank defect	
стародачный	40	40	7	7	28	85.11	85.11	46.15	46.15	0.12	0.12	0.35	0.00	0.35	inf	0.65	0.00	1.00	0.00
селюк	147	147	54	54	143	73.13	73.13	81.67	81.67	0.48	0.48	1.44	1.44	0.34	0.34	0.66	0.66	1.00	1.00
ганделик	29	29	2	2	14	93.55	93.55	96.67	96.67	0.10	0.10	0.29	0.00	0.33	inf	0.67	0.00	1.00	0.00
сворот	35	35	84	82	73	29.41	29.91	37.23	38.04	1.36	1.36	4.21	0.51	0.32	2.64	0.68	0.00	1.00	0.00
греча	759	757	3260	3245	3999	18.89	18.92	30.07	30.20	4.20	5.85	13.01	8.74	0.32	0.67	0.68	0.33	1.00	1.00
матный	35	35	843	841	883	3.99	4.00	6.77	6.80	1.03	1.03	3.21	3.14	0.32	0.33	0.68	0.67	1.00	1.00
полторушка	32	32	15	15	38	68.09	68.09	82.05	82.05	0.16	0.21	0.49	0.01	0.32	24.53	0.68	0.00	1.00	0.00
шалабушки	15	15	5	5	10	75.00	75.00	83.33	83.33	0.12	0.12	0.37	0.00	0.31	inf	0.69	0.00	1.00	0.00
политсила	140	140	46	46	149	75.27	75.27	84.34	84.34	0.46	0.46	1.47	0.05	0.31	8.50	0.69	0.00	1.00	0.00
кунять	64	64	11	11	65	85.33	85.33	90.14	90.14	0.21	0.21	0.68	0.00	0.31	inf	0.69	0.00	1.00	0.00
Кривбасс	96	96	32	32	306	75.00	75.00	88.89	88.89	0.31	0.31	1.03	0.04	0.31	7.51	0.69	0.00	1.00	0.00
занос	1584	1584	2348	2331	3564	40.28	40.46	0.00	0.00	3.32	3.32	11.11	9.21	0.30	0.36	0.70	0.64	1.00	1.00
дудлить	38	38	11	11	56	77.55	77.55	82.61	82.61	0.12	0.12	0.42	0.00	0.30	inf	0.70	0.00	1.00	0.00
пухто	38	38	13	13	46	74.51	74.51	82.61	82.61	0.34	0.29	1.16	0.01	0.29	27.25	0.71	0.00	1.00	0.00
сродный	15	15	246	246	266	5.75	5.75	8.15	8.15	0.41	0.59	1.45	0.46	0.28	1.28	0.72	0.00	1.00	0.00
кубло	204	204	156	155	269	56.67	56.82	72.34	72.60	0.38	0.62	1.12	2.22	0.34	0.28	0.67	0.72	0.89	1.00
шкрек	7	7	3	3	2	70.00	70.00	77.78	77.78	0.02	0.02	0.08	0.00	0.27	inf	0.73	0.00	1.00	0.00
ляпки	13	13	40	40	44	24.53	24.53	31.71	31.71	0.53	0.48	2.00	0.06	0.26	8.02	0.74	0.00	0.50	0.00
темнушка	10	10	35	35	38	22.22	22.22	35.71	35.71	0.33	0.76	1.25	0.64	0.26	1.19	0.74	0.00	1.00	0.00
бодлон	8	8	7	7	14	53.33	53.33	80.00	80.00	0.06	0.06	0.24	0.01	0.26	5.89	0.74	0.00	1.00	0.00
яйла	54	54	368	365	283	12.80	12.89	18.75	18.95	8.42	8.42	33.33	1.47	0.25	5.72	0.75	0.00	1.00	0.00
новосибовский	15	15	2	2	6	88.24	88.24	93.75	93.75	0.10	0.10	0.41	0.00	0.25	inf	0.75	0.00	1.00	0.00
парафия	81	81	18	18	90	81.82	81.82	90.00	90.00	0.18	0.26	0.71	0.02	0.25	13.73	0.75	0.00	1.00	0.00
обменник	107	107	2688	2674	2841	3.83	3.85	6.83	6.89	2.71	2.71	10.92	8.34	0.25	0.32	0.75	0.68	1.00	1.00
дикорос	29	29	175	171	217	14.22	14.50	19.86	20.42	0.94	1.03	4.25	1.17	0.22	0.87	0.78	0.40	1.00	0.25
кушери	7	7	19	18	30	26.92	28.00	31.82	33.33	0.59	0.59	2.70	0.76	0.22	0.78	0.78	0.22	1.00	1.00
локер	43	43	167	167	297	20.48	20.48	30.71	30.71	0.33	0.33	1.57	0.44	0.21	0.75	0.79	0.25	1.00	1.00
верхонка	18	18	29	26	52	38.30	40.91	47.37	51.43	0.42	0.47	2.01	0.02	0.21	26.39	0.80	0.00	0.88	0.00
паровать	22	22	18	18	33	55.00	55.00	70.97	70.97	0.08	0.07	0.38	0.02	0.20	3.65	0.80	0.00	1.00	0.00
пятнашки	143	143	887	881	899	13.88	13.96	25.18	25.44	1.10	1.10	5.56	2.55	0.20	0.43	0.80	0.57	1.00	1.00
горпарк	30	30	88	88	124	25.42	25.42	28.85	28.85	0.60	0.88	2.77	4.80	0.22	0.18	0.80	0.82	0.81	1.00
обменка	147	147	164	163	183	47.27	47.42	70.33	70.67	1.53	0.45	9.08	0.29	0.17	1.56	0.85	0.00	0.81	0.00
новостийный	96	96	123	123	140	43.84	43.84	54.55	54.55	0.31	0.31	1.89	0.77	0.17	0.41	0.83	0.59	1.00	1.00
шурупать	10	10	2	2	10	83.33	83.33	90.91	90.91	0.03	0.03	0.20	0.00	0.16	inf	0.84	0.00	1.00	0.00
скобарский	8	8	5	5	6	61.54	61.54	72.73	72.73	0.09	0.05	0.53	0.00	0.16	inf	0.84	0.00	1.00	0.00
мантоварка	21	21	32	32	68	39.62	39.62	8.57	8.57	0.23	0.04	1.45	0.11	0.16	0.35	0.84	0.65	1.00	1.00
кугутский	7	7	1	0	8	87.50	100.00	87.50	100.00	0.22	0.42	1.35	0.00	0.16	inf	0.86	0.00	0.50	0.00
мобиль	14	14	1300	1289	1162	1.07	1.07	2.02	2.06	1.65	1.65	11.76	2.23	0.14	0.74	0.86	0.26	1.00	1.00
Вартовск	8	8	75	74	69	9.64	9.76	13.33	13.56	1.61	1.61	11.58	11.58	0.14	0.14	0.86	0.86	1.00	1.00
ранешний	29	29	110	109	280	20.86	21.01	29.29	29.59	0.22	0.16	1.55	0.59	0.14	0.26	0.86	0.74	1.00	1.00
красноголовик	24	24	33	32	43	42.11	42.86	47.06	48.00	0.86	0.44	6.32	0.01	0.14	34.97	0.87	0.00	0.72	0.00
ранешный	12	12	19	19	92	38.71	38.71	41.38	41.38	0.08	0.05	0.57	0.00	0.14	inf	0.86	0.00	1.00	0.00
латка	87	87	534	531	508	14.01	14.08	18.12	18.24	0.67	0.67	5.26	2.77	0.13	0.24	0.87	0.76	1.00	1.00
курумник	77	77	193	191	155	28.52	28.73	39.49	39.90	1.56	1.62	12.38	1.28	0.13	1.26	0.88	0.08	0.58	0.31
политпроект	22	22	50	50	64	30.56	30.56	48.89	48.89	0.07	0.07	0.57	0.14	0.13	0.51	0.87	0.49	1.00	1.00
грачевать	15	15	3	3	21	83.33	83.33	83.33	83.33	0.22	0.22	1.75	0.00	0.12	inf	0.88	0.00	1.00	0.00
кура	77	77	258	256	325	22.99	23.12	38.89	39.29	0.68	0.57	4.33	5.15	0.16	0.11	0.84	0.89	1.00	1.00
коринка	14	14	69	69	88	16.87	16.87	26.92	26.92	0.10	0.10	0.97	0.06	0.10	1.54	0.90	0.00	1.00	0.00
перваш	21	21	21	20	32	50.00	51.22	53.85	55.26	2.31	2.31	25.00	0.00	0.09	inf	0.91	0.00	1.00	0.00
шаять	10	10	21	20	23	32.26	33.33	41.67	43.48	0.12	0.22	1.34	0.01	0.09	14.99	0.91	0.00	1.00	0.00
муляка	29	29	33	31	41	46.77	48.33	58.00	60.42	0.19	0.08	2.23	0.04	0.09	1.95	0.91	0.00	1.00	0.00
глоссик	6	6	7	7	7	46.15	46.15	60.00	60.00	0.02	0.02	0.24	0.00	0.08	inf	0.92	0.00	1.00	0.00
толчёнка	26	26	23	23	35	53.06	53.06	72.22	72.22	0.69	0.02	0.10	0.29	7.17	0.08	0.05	0.92	0.09	1.00
полярка	9	9	58	54	78	13.43	14.29	19.15	20.93	1.54	2.95	20.83	0.06	0.07	48.95	0.93	0.00	1.00	0.00
глось	5	5	7	7	16	41.67	41.67	55.56	55.56	0.02	0.02	0.24	0.00	0.07	inf	0.93	0.00	1.00	0.00
чинарик	45	45	71	71	133	38.79	38.79	0.00	0.00	0.09	0.09	1.61	0.35	0.06	0.27	0.94	0.73	1.00	1.00
кублиться	6	6	1	1	6	85.71	85.71	85.71	85.71	0.02	0.02	0.37	0.00	0.05	inf	0.95	0.00	1.00	0.00
дюндель	16	16	12	12	22	57.14	57.14	76.19	76.19	0.05	0.05	1.03	0.01	0.05	3.58	0.95	0.00	1.00	0.00
наявность	40	40	4	3	23	90.91	93.02	90.91	93.02	0.13	0.13	2.94	0.00	0.04	inf	0.96	0.00	1.00	0.00
сидушка	690	690	895	887	1179	43.53	43.75	0.00	0.00	1.45	1.45	33.33	5.93	0.04	0.24	0.96	0.76	1.00	1.00
кугутня	5	5	1	1	4	83.33	83.33	83.33	83.33	0.02	0.02	0.39	0.00	0.04	inf	0.96	0.00	1.00	0.00
догонялки	55	55	2304	2290	2168	2.33	2.35	3.75	3.79	2.01	3.49	66.67	4.90	0.03	0.71	0.97	0.29	1.00	1.00
красовский	14	14	580	580	574	2.36	2.36	4.49	4.49	0.10	0.10	3.54	1.34	0.03	0.08	0.97	0.92	1.00	1.00
Симфи	20	20	20	19	35	50.00	51.28	62.50	64.52	0.07	0.07	2.56	0.04	0.03	1.70	0.97	0.00	1.00	0.00
скобарь	31	31	60	60	109	34.07	34.07	42.47	42.47	0.23	0.22	5.23	8.78	0.04	0.03	0.96	0.97	1.00	1.00
скиба	8	8	7	6	19	53.33	57.14	72.73	80.00	0.03	0.03	2.27	0.00	0.01	inf	0.99	0.00	1.00	0.00
автолайн	9	9	220	219	199	3.93	3.95	8.57	8.65	0.09	0.02	5.30	5.45	0.02	0.00	0.98	1.00	1.00	1.00
квач	1	1	1	1	2	50.00	50.00	50.00	50.00	0.01	0.00	0.08	0.00	0.17	0.00	0.83	0.00	1.00	1.00
бичёвник	6	6	11	11	12	35.29	35.29	50.00	50.00	0.55	0.00	0.09	0.01	5.89	0.00	0.00	0.00	0.00	1.00
толобы	0	0	2	2	3	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	1.00	1.00
контарик	0	0	2	2	1	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	1.00	1.00
скобарство	2	2	1	1	2	66.67	66.67	66.67	66.67	0.02	0.00	0.38	0.00	0.04	0.00	0.96	0.00	1.00	1.00
засыпуха	0	0	3	3	2	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.00	1.00	1.00
чушкарство	0	0	2	2	1	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	1.00	1.00
сижка	1	1	13	13	8	7.14	7.14	8.33	8.33	0.04	0.00	0.97	0.00	0.05	0.00	0.95	0.00	1.00	1.00
Лебердон	2	2	6	6	4	25.00	25.00	33.33	33.33	0.17	0.00	0.39	0.00	0.43	0.00	0.57	0.00	1.00	1.00
солнцекараул	2	2	1	1	3	66.67	66.67	66.67	66.67	1.12	0.00	0.76	0.00	1.48	0.00	0.00	0.00	0.00	1.00
бузная	0	0	1	1	2	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	1.00	1.00
вотячьё	1	1	1	1	0	50.00	50.00	50.00	50.00	0.29	0.00	0.04	0.00	6.52	0.00	0.00	0.00	0.00	1.00
фендибобер	2	2	7	7	1	22.22	22.22	50.00	50.00	0.17	0.00	0.37	0.01	0.47	0.00	0.57	0.00	0.75	1.00
тяма	0	0	4	4	5	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	1.00	1.00
хабчик	1	0	3	2	6	25.00	0.00	25.00	0.00	2.56	0.00	2.27	0.00	1.13	0.00	0.00	0.00	0.00	1.00
гопа	3	3	757	751	743	0.39	0.40	0.57	0.57	1.06	0.00	5.56	1.93	0.19	0.00	0.81	0.00	1.00	1.00
себель	5	5	4	4	6	55.56	55.56	71.43	71.43	0.34	0.00	0.22	0.00	1.56	0.00	0.23	0.00	0.44	1.00
микраш	2	2	27	27	14	6.90	6.90	10.00	10.00	0.30	0.00	2.56	1.01	0.12	0.00	0.88	0.00	1.00	1.00
захилять	2	2	2	2	4	50.00	50.00	50.00	50.00	0.32	0.00	0.02	0.00	17.83	0.00	0.00	0.00	0.00	1.00
Борнеаполь	3	3	0	0	1	100.00	100.00	100.00	100.00	0.15	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
бичевоз	2	2	9	9	9	18.18	18.18	28.57	28.57	0.21	0.00	0.83	0.00	0.25	0.00	0.75	0.00	1.00	1.00
копшак	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
аргиш	7	0	18	18	19	28.00	0.00	43.75	0.00	18.92	0.00	0.19	0.02	98.57	0.00	0.00	0.00	0.00	1.00
мультифорка	11	11	3	3	14	78.57	78.57	84.62	84.62	0.36	0.00	0.06	0.00	5.96	0.00	0.00	0.00	0.00	1.00
бичарня	0	0	5	5	5	0.00	0.00	0.00	0.00	0.00	0.00	0.58	0.00	0.00	0.00	0.00	0.00	1.00	1.00
шахер	0	0	33	33	27	0.00	0.00	0.00	0.00	0.00	0.00	0.88	0.05	0.00	0.00	0.00	0.00	1.00	1.00
ильмовик	1	1	0	0	0	100.00	100.00	100.00	100.00	0.13	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
полублаг	1	0	3	3	2	25.00	0.00	33.33	0.00	2.56	0.00	0.02	0.00	166.10	0.00	0.00	0.00	0.00	1.00
чепыжи	4	4	5	5	2	44.44	44.44	57.14	57.14	0.95	0.00	0.39	0.00	2.42	0.00	0.00	0.00	0.00	1.00
кумэтрия	2	2	2	2	2	50.00	50.00	66.67	66.67	0.58	0.00	0.01	0.00	39.86	0.00	0.00	0.00	0.00	1.00
многоквартирник	9	9	22	22	37	29.03	29.03	39.13	39.13	0.21	0.00	0.27	0.05	0.77	0.00	0.43	0.00	0.56	1.00
изнохратить	4	4	1	1	5	80.00	80.00	80.00	80.00	0.19	0.00	0.38	0.00	0.51	0.00	0.49	0.00	1.00	1.00
Барнауполь	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
метельщик	0	0	40	39	43	0.00	0.00	0.00	0.00	0.00	0.00	2.78	0.04	0.00	0.00	0.00	0.00	1.00	1.00
ловитки	0	0	6	6	10	0.00	0.00	0.00	0.00	0.00	0.00	1.03	0.00	0.00	0.00	0.00	0.00	1.00	1.00
лобань	3	3	13	12	20	18.75	20.00	25.00	27.27	0.11	0.00	1.16	0.00	0.10	0.00	0.90	0.00	1.00	1.00
Слепцовская	2	0	38	38	51	5.00	0.00	9.09	0.00	5.56	0.00	5.36	0.04	1.04	0.00	0.00	0.00	0.00	1.00
кавэшка	0	0	2	2	2	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	1.00	1.00
бичара	8	8	27	26	49	22.86	23.53	28.57	29.63	0.52	0.00	0.93	0.07	0.56	0.00	0.59	0.00	0.64	1.00
родовик	0	0	10	10	6	0.00	0.00	0.00	0.00	0.00	0.00	0.36	0.00	0.00	0.00	0.00	0.00	1.00	1.00
карпать	0	0	6	6	11	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	1.00	1.00
жамка	1	1	30	30	19	3.23	3.23	5.26	5.26	0.56	0.00	2.00	0.03	0.28	0.00	0.72	0.00	1.00	1.00
чебовский	3	3	4	4	8	42.86	42.86	100.00	100.00	1.47	0.00	0.01	0.00	175.40	0.00	0.00	0.00	0.00	1.00
турлы	0	0	10	10	17	0.00	0.00	0.00	0.00	0.00	0.00	0.81	0.01	0.00	0.00	0.00	0.00	1.00	1.00
чухать	0	0	402	398	342	0.00	0.00	0.00	0.00	0.00	0.00	4.08	1.85	0.00	0.00	0.00	0.00	1.00	1.00
полублагоустроенный	8	8	2	2	2	80.00	80.00	80.00	80.00	0.16	0.00	0.04	0.00	4.13	0.00	0.16	0.00	0.14	1.00
чувашлёнок	1	1	0	0	1	100.00	100.00	100.00	100.00	0.49	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
конубри	0	0	1	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
вербач	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	1.00	1.00
биндёга	1	1	0	0	0	100.00	100.00	100.00	100.00	0.09	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
бодач	1	1	0	0	1	100.00	100.00	100.00	100.00	0.08	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
своротка	4	4	0	0	4	100.00	100.00	100.00	100.00	0.18	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
садоогород	4	4	1	1	13	80.00	80.00	80.00	80.00	1.15	0.00	0.11	0.00	10.41	0.00	0.00	0.00	0.00	1.00
мещер	0	0	2	2	6	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
домашники	2	2	126	124	118	1.56	1.59	4.00	4.17	1.31	0.00	3.03	0.23	0.43	0.00	0.57	0.00	1.00	1.00
залеп	1	1	36	36	37	2.70	2.70	3.70	3.70	0.05	0.00	1.41	1.41	0.03	0.00	0.97	0.00	1.00	1.00
садинка	1	1	2	2	3	33.33	33.33	100.00	100.00	0.09	0.00	0.00	0.00	21.05	0.00	0.00	0.00	0.00	1.00
жулькать	9	9	12	12	18	42.86	42.86	45.00	45.00	0.16	0.00	0.32	0.00	0.50	0.00	0.56	0.00	0.72	1.00
лямой	1	1	19	19	26	5.00	5.00	9.09	9.09	0.09	0.00	0.54	0.02	0.17	0.00	0.83	0.00	1.00	1.00
Симфик	3	3	7	7	6	30.00	30.00	42.86	42.86	0.47	0.00	0.39	0.00	1.19	0.00	0.00	0.00	0.00	1.00
ламбушка	2	0	17	17	27	10.53	0.00	15.38	0.00	5.13	0.00	0.76	0.05	6.72	0.00	0.00	0.00	0.00	1.00
полоскальня	0	0	10	10	4	0.00	0.00	0.00	0.00	0.00	0.00	0.36	0.01	0.00	0.00	0.00	0.00	1.00	1.00
похожать	0	0	14	14	17	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.02	0.00	0.00	0.00	0.00	1.00	1.00
фендибоберный	0	0	2	2	1	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	1.00	1.00
бормаш	2	2	2	2	3	50.00	50.00	100.00	100.00	0.26	0.00	0.00	0.00	61.01	0.00	0.00	0.00	0.00	1.00
городушки	2	2	12	12	16	14.29	14.29	22.22	22.22	0.16	0.00	0.23	0.01	0.70	0.00	0.44	0.00	0.75	1.00
пиджачник	1	1	14	14	19	6.67	6.67	8.33	8.33	1.47	0.00	0.79	0.00	1.87	0.00	0.00	0.00	0.00	1.00
новочекский	2	2	0	0	0	100.00	100.00	100.00	100.00	0.17	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
крепатура	1	1	1	1	0	50.00	50.00	100.00	100.00	0.00	0.00	0.00	0.00	1.56	0.00	0.00	0.00	0.00	1.00
кашкалдак	2	2	6	6	3	25.00	25.00	40.00	40.00	0.47	0.00	0.07	0.00	7.06	0.00	0.00	0.00	0.00	1.00
биндюжка	1	1	1	1	2	50.00	50.00	100.00	100.00	0.09	0.00	0.00	0.00	42.11	0.00	0.00	0.00	0.00	1.00
богадул	1	1	1	1	1	50.00	50.00	50.00	50.00	0.13	0.00	0.36	0.00	0.36	0.00	0.64	0.00	1.00	1.00
багадул	2	2	2	2	7	50.00	50.00	66.67	66.67	0.50	0.00	0.00	0.00	101.70	0.00	0.00	0.00	0.00	1.00
мастерка	9	9	22	22	11	29.03	29.03	64.29	64.29	0.27	0.00	0.35	0.04	0.76	0.00	0.53	0.00	0.47	1.00
полкать	2	2	2	2	7	50.00	50.00	66.67	66.67	0.22	0.00	0.06	0.00	3.41	0.00	0.00	0.00	0.00	1.00
явочка	3	3	12	12	12	20.00	20.00	30.00	30.00	0.71	0.00	0.81	0.01	0.88	0.00	0.12	0.00	1.00	1.00
грохотка	0	0	1	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	1.00	1.00
каслать	0	0	11	8	6	0.00	0.00	0.00	0.00	0.00	0.00	8.82	0.00	0.00	0.00	0.00	0.00	1.00	1.00
шаталить	1	1	8	8	7	11.11	11.11	14.29	14.29	0.65	0.00	0.27	0.00	2.40	0.00	0.00	0.00	0.00	1.00
шкара	6	6	104	103	102	5.45	5.50	8.96	9.09	0.36	0.00	2.12	2.11	0.17	0.00	0.83	0.00	1.00	1.00
пустоледье	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
растренькать	1	1	5	5	9	16.67	16.67	33.33	33.33	0.00	0.00	0.20	0.00	0.02	0.00	0.98	0.00	1.00	1.00
ижмуртский	0	0	1	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
забутовка	0	0	63	63	59	0.00	0.00	0.00	0.00	0.00	0.00	1.23	0.06	0.00	0.00	0.00	0.00	1.00	1.00
хозбат	0	0	2	2	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
купорка	4	4	1	1	9	80.00	80.00	100.00	100.00	0.34	0.00	0.00	0.00	162.14	0.00	0.00	0.00	0.00	1.00
йошкинский	0	0	4	4	12	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00	0.00	1.00	1.00
селючий	1	1	0	0	1	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
вартовский	0	0	17	17	23	0.00	0.00	0.00	0.00	0.00	0.00	2.63	2.63	0.00	0.00	0.00	0.00	1.00	1.00
кутыряться	1	1	2	2	0	33.33	33.33	100.00	100.00	0.14	0.00	0.00	0.00	33.50	0.00	0.00	0.00	0.00	1.00
фортан	2	2	8	8	9	20.00	20.00	40.00	40.00	0.58	0.00	0.09	0.01	6.42	0.00	0.00	0.00	0.00	1.00
Слепцовск	2	0	13	13	20	13.33	0.00	22.22	0.00	5.56	0.00	5.36	0.01	1.04	0.00	0.00	0.00	0.00	1.00
Хитроград	1	0	1	1	2	50.00	0.00	50.00	0.00	8.33	0.00	0.37	0.00	22.58	0.00	0.00	0.00	0.00	1.00
котельцовый	4	4	0	0	2	100.00	100.00	100.00	100.00	1.16	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
сорожка	9	9	26	25	32	25.71	26.47	32.14	33.33	0.32	0.00	1.40	0.01	0.23	0.00	0.78	0.00	0.83	1.00
копаль	3	3	4	4	11	42.86	42.86	60.00	60.00	0.68	0.00	0.04	0.00	16.91	0.00	0.00	0.00	0.00	1.00
бодан	0	0	6	5	10	0.00	0.00	0.00	0.00	0.00	0.00	3.23	0.00	0.00	0.00	0.00	0.00	1.00	1.00
Черник	0	0	9	9	6	0.00	0.00	0.00	0.00	0.00	0.00	0.37	0.00	0.00	0.00	0.00	0.00	1.00	1.00
мамбетка	3	3	1	1	3	75.00	75.00	75.00	75.00	0.43	0.00	0.01	0.00	55.13	0.00	0.00	0.00	0.00	1.00
люксованный	1	1	0	0	2	100.00	100.00	100.00	100.00	0.09	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
хабзайка	1	1	1	1	1	50.00	50.00	100.00	100.00	0.15	0.00	0.00	0.00	71.42	0.00	0.00	0.00	0.00	1.00
юганский	3	3	24	24	25	11.11	11.11	15.00	15.00	0.60	0.00	3.16	3.16	0.19	0.00	0.81	0.00	1.00	1.00
прометейка	1	1	1	1	0	50.00	50.00	50.00	50.00	1.79	0.00	0.38	0.00	4.68	0.00	0.00	0.00	0.00	1.00
глосик	1	1	4	4	9	20.00	20.00	100.00	100.00	0.00	0.00	0.01	0.00	0.39	0.00	0.61	0.00	1.00	1.00
хазбат	2	0	1	1	1	66.67	0.00	100.00	0.00	6.06	0.00	0.00	0.00	2891.45	0.00	0.00	0.00	0.00	1.00
Черних	0	0	32	32	36	0.00	0.00	0.00	0.00	0.00	0.00	0.42	0.09	0.00	0.00	0.00	0.00	1.00	1.00
финдибоберный	0	0	1	1	7	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	1.00	1.00
двухквартирник	1	1	1	1	0	50.00	50.00	50.00	50.00	0.05	0.00	0.23	0.00	0.21	0.00	0.79	0.00	1.00	1.00
Энэн	0	0	7	7	3	0.00	0.00	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00	0.00	1.00	1.00
пирожковоз	0	0	8	8	9	0.00	0.00	0.00	0.00	0.00	0.00	1.60	0.00	0.00	0.00	0.00	0.00	1.00	1.00
кастрюлить	2	2	1	1	12	66.67	66.67	100.00	100.00	0.18	0.00	0.00	0.00	87.86	0.00	0.00	0.00	0.00	1.00
калать	0	0	24	24	37	0.00	0.00	0.00	0.00	0.00	0.00	1.22	0.71	0.00	0.00	0.00	0.00	1.00	1.00
кишкинка	2	2	2	2	2	50.00	50.00	66.67	66.67	1.12	0.00	0.51	0.00	2.20	0.00	0.00	0.00	0.00	1.00
Старочек	2	2	1	1	1	66.67	66.67	100.00	100.00	0.17	0.00	0.00	0.00	81.07	0.00	0.00	0.00	0.00	1.00
перетяга	1	1	0	0	0	100.00	100.00	100.00	100.00	0.19	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
пиджачка	0	0	64	64	72	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.10	0.00	0.00	0.00	0.00	1.00	1.00
бэрак	0	0	1	1	4	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	1.00	1.00
тапшеванный	1	1	0	0	0	100.00	100.00	100.00	100.00	0.65	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
дирик	0	0	100	99	94	0.00	0.00	0.00	0.00	0.00	0.00	3.23	0.70	0.00	0.00	0.00	0.00	1.00	1.00
тулик	2	2	13	13	18	13.33	13.33	14.29	14.29	0.19	0.00	0.71	0.71	0.26	0.00	0.74	0.00	1.00	1.00
похожка	0	0	5	5	6	0.00	0.00	0.00	0.00	0.00	0.00	0.68	0.00	0.00	0.00	0.00	0.00	1.00	1.00
берик	1	1	79	77	78	1.25	1.28	1.67	1.72	0.13	0.00	11.11	3.25	0.01	0.00	0.99	0.00	1.00	1.00
ладки	4	4	51	51	40	7.27	7.27	11.43	11.43	0.62	0.00	0.60	0.09	1.02	0.00	0.00	0.00	0.00	1.00
кутарки	4	4	0	0	7	100.00	100.00	100.00	100.00	0.44	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
порато	3	3	9	9	16	25.00	25.00	50.00	50.00	1.06	0.00	0.35	0.01	3.04	0.00	0.00	0.00	0.00	1.00
углярка	10	10	1	1	15	90.91	90.91	100.00	100.00	0.42	0.00	0.00	0.00	806.78	0.00	0.00	0.00	0.00	1.00
Улановка	3	3	7	7	11	30.00	30.00	33.33	33.33	5.66	0.00	0.77	0.77	7.38	0.00	0.00	0.00	0.00	1.00
ленпроект	0	0	10	10	13	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.05	0.00	0.00	0.00	0.00	1.00	1.00
тарань	1	1	0	0	3	100.00	100.00	100.00	100.00	0.08	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
