Author	Loc	Words count	Positive lemmas	Negative lemmas	Not positive lemmas	Positive occs	Negative occs	Not positive occs
227239090	Москва	3317	0	1	0	0	2	0
184172398	Россия	3317	0	0	1	0	0	2
227374737	Москва	3316	0	1	0	0	1	0
216295638	Ровненская область	3316	0	1	0	0	1	0
92902782	NA	3315	0	0	1	0	0	1
219640170	Донецкая область	3315	0	1	0	0	1	0
230267965	Москва	3314	0	1	0	0	1	0
247405424	Россия	3314	0	0	1	0	0	1
164534342	Украина	3314	0	1	0	0	2	0
237922955	Казахстан	3313	0	1	0	0	1	0
135720031	Киев	3313	0	1	0	0	2	0
143390167	Николаевская область	3312	0	1	0	0	3	0
192015912	NA	3311	0	0	1	0	0	2
150920	Россия	3310	0	0	1	0	0	1
146495802	Саратовская область	3310	0	1	0	0	1	0
178079654	Украина	3309	1	0	0	2	0	0
179365014	NA	3307	0	0	1	0	0	1
168514667	NA	3306	0	0	1	0	0	2
124810552	Вологодская область	3306	0	1	0	0	1	0
195091237	Крым	3306	1	0	0	1	0	0
242989825	Николаевская область	3306	0	1	0	0	1	0
192215607	Киев	3306	0	1	0	0	1	0
245680	Россия	3306	0	0	1	0	0	1
183021836	Украина	3305	0	1	0	0	1	0
96008	Московская область	3305	0	1	0	0	1	0
51355929	Гомельская область	3305	1	0	0	2	0	0
135022049	Николаевская область	3305	0	1	0	0	1	0
68484207	Украина	3305	1	0	0	1	0	0
62467325	Москва	3304	0	1	0	0	16	0
29240447	Москва	3304	0	1	0	0	1	0
215204179	Николаевская область	3304	0	1	0	0	1	0
141181638	Украина	3304	1	0	0	1	0	0
29922698	Архангельская область	3303	0	1	0	0	1	0
68425092	Харьковская область	3303	1	0	0	1	0	0
231199884	Москва	3302	0	1	0	0	1	0
208141365	Казахстан	3302	0	1	0	0	1	0
236779940	Удмуртия	3302	0	1	0	0	1	0
214673702	Киев	3299	1	0	0	1	0	0
145419374	Москва	3299	0	1	0	0	1	0
245695009	Франция	3299	0	0	1	0	0	1
202841937	Москва	3298	0	1	0	0	1	0
141351017	Киев	3298	1	0	0	1	0	0
134912242	Ростовская область	3297	1	0	0	1	0	0
203416666	Тува	3296	0	1	0	0	6	0
219122024	Россия	3295	0	0	1	0	0	1
5162811	Днепропетровская область	3295	1	0	0	1	0	0
246726194	Москва	3295	0	1	0	0	1	0
210823649	Москва	3294	1	0	0	1	0	0
244321658	NA	3293	0	0	1	0	0	1
110174784	Москва	3292	1	0	0	1	0	0
152739002	Москва	3292	0	1	0	0	1	0
242284131	Россия	3291	0	0	1	0	0	1
31136985	Киев	3291	1	0	0	1	0	0
20151510	Крым	3291	0	1	0	0	1	0
238268481	Украина	3290	0	1	0	0	2	0
135227908	Коми	3290	0	1	0	0	1	0
236202898	Россия	3290	0	0	1	0	0	2
238399836	NA	3289	0	0	1	0	0	1
112622620	Запорожская область	3289	1	0	0	1	0	0
240424908	Киев	3289	0	1	0	0	1	0
246981312	Черкасская область	3289	0	1	0	0	1	0
190008415	Россия	3288	0	0	1	0	0	2
208324078	Москва	3288	0	1	0	0	1	0
240384383	Одесская область	3288	1	0	0	1	0	0
53091963	Татарстан	3287	0	1	0	0	1	0
8226176	NA	3287	0	0	1	0	0	3
210939197	Омская область	3285	0	1	0	0	1	0
202498043	Россия	3285	0	0	1	0	0	1
196189078	Днепропетровская область	3284	0	1	0	0	1	0
214445296	NA	3284	0	0	1	0	0	1
184682326	Россия	3284	0	0	1	0	0	1
111103118	Минск	3283	0	0	1	0	0	1
2299466	Бурятия	3283	1	0	0	1	0	0
235438667	Россия	3283	0	0	1	0	0	1
149941947	Москва	3283	0	1	0	0	1	0
190548909	Курганская область	3282	0	1	0	0	1	0
164869513	NA	3282	0	0	1	0	0	2
158012142	Курганская область	3281	1	0	0	1	0	0
212259188	Москва	3281	0	1	0	0	1	0
175039948	Москва	3279	0	1	0	0	1	0
200103425	Кемеровская область	3279	0	1	0	0	1	0
33190559	Крым	3278	0	1	0	0	1	0
58161104	Москва	3278	0	1	0	0	1	0
8082698	Киев	3277	0	1	0	0	1	0
245605232	Башкирия	3277	0	1	0	0	1	0
150337907	Челябинская область	3277	0	1	0	0	2	0
228939944	Япония	3277	0	0	1	0	0	1
187610258	NA	3276	0	0	1	0	0	1
142042769	Россия	3276	0	0	1	0	0	2
61629745	Иркутская область	3276	0	1	0	0	1	0
37768650	NA	3275	0	0	1	0	0	1
184882475	NA	3275	0	0	1	0	0	1
235098211	Казахстан	3274	1	0	0	1	0	0
224839980	NA	3274	0	0	1	0	0	1
3089937	Киев	3274	1	0	0	1	0	0
44561717	Киев	3272	0	1	0	0	1	0
138451478	Одесская область	3271	1	0	0	1	0	0
143980819	Минская область	3271	0	1	0	0	1	0
103451133	NA	3270	0	0	1	0	0	1
50077501	NA	3270	0	0	1	0	0	1
19380377	Чувашия	3269	0	1	0	0	1	0
35879605	Россия	3269	0	0	1	0	0	1
38036501	Россия	3269	0	0	1	0	0	3
204967228	NA	3269	0	0	1	0	0	1
135724096	Россия	3269	0	0	1	0	0	1
127827593	Россия	3268	0	0	1	0	0	1
179582724	Одесская область	3268	0	1	0	0	1	0
224665503	Казахстан	3268	0	1	0	0	1	0
29368664	Россия	3268	0	0	1	0	0	1
8039863	Россия	3267	0	0	1	0	0	1
244316006	NA	3267	0	0	1	0	0	1
221143239	Вологодская область	3267	0	1	0	0	1	0
106969409	Сумская область	3266	0	1	0	0	1	0
13472100	NA	3266	0	0	1	0	0	2
239579537	NA	3265	0	0	1	0	0	1
187875458	Красноярский край	3265	0	1	0	0	1	0
177562378	Казахстан	3264	0	1	0	0	1	0
244326931	Россия	3264	0	0	1	0	0	1
222792248	NA	3264	0	0	1	0	0	1
225984077	NA	3263	0	0	1	0	0	1
153248510	Запорожская область	3263	0	1	0	0	2	0
10489892	Москва	3263	0	1	0	0	1	0
139840189	Тульская область	3262	0	1	0	0	1	0
174500106	NA	3261	0	0	1	0	0	1
219108209	Самарская область	3260	0	1	0	0	1	0
37346808	NA	3260	0	0	1	0	0	2
4406597	NA	3260	0	0	1	0	0	1
67676586	Россия	3259	0	0	1	0	0	3
163371838	NA	3258	0	0	1	0	0	1
24763953	Киев	3258	1	0	0	1	0	0
92768954	Самарская область	3258	0	1	0	0	1	0
181979429	Киев	3257	1	0	0	1	0	0
245575813	Новосибирская область	3256	0	1	0	0	1	0
48677970	Россия	3256	0	0	1	0	0	1
127964434	Московская область	3255	1	0	0	1	0	0
227276639	NA	3255	0	0	1	0	0	1
61972501	Самарская область	3254	0	1	0	0	1	0
136429143	Казахстан	3254	0	1	0	0	1	0
202101336	Тюменская область	3254	0	1	0	0	1	0
184038846	Россия	3254	0	0	1	0	0	1
239165480	Украина	3254	0	1	0	0	1	0
167240366	Московская область	3253	0	2	0	0	3	0
61227051	Москва	3253	0	1	0	0	1	0
14918715	Россия	3253	0	0	1	0	0	1
250666448	NA	3252	0	0	1	0	0	1
58296244	NA	3252	0	0	1	0	0	1
236901862	NA	3252	0	0	1	0	0	1
124387768	Коми	3250	0	1	0	0	1	0
202237430	Одесская область	3249	0	1	0	0	1	0
147755963	Москва	3247	0	1	0	0	1	0
157548368	Днепропетровская область	3247	0	1	0	0	1	0
234922347	NA	3246	0	0	1	0	0	1
664204	Россия	3245	0	0	1	0	0	1
252232543	NA	3245	0	0	1	0	0	1
204181145	Россия	3245	0	0	1	0	0	1
220913291	Чувашия	3244	0	1	0	0	1	0
225026399	NA	3243	0	0	1	0	0	1
182016922	Свердловская область	3243	0	1	0	0	1	0
216718121	Москва	3243	0	1	0	0	1	0
8069095	Башкирия	3242	0	1	0	0	2	0
18916563	Пермский край	3241	1	0	0	1	0	0
172447264	Киев	3241	0	1	0	0	1	0
170155621	Черкасская область	3241	0	1	0	0	1	0
12951643	Минск	3240	0	0	1	0	0	1
163129765	Иркутская область	3239	0	1	0	0	1	0
249190412	Татарстан	3238	1	0	0	1	0	0
1322943	Россия	3237	0	0	1	0	0	1
26570760	Челябинская область	3236	1	0	0	1	0	0
151543212	Украина	3236	0	0	1	0	0	1
713420	Луганская область	3235	0	1	0	0	1	0
231588350	NA	3235	0	0	1	0	0	1
7121962	Киев	3235	1	0	0	1	0	0
97405948	Удмуртия	3235	1	0	0	2	0	0
184001059	Киев	3234	0	1	0	0	1	0
1133062	Россия	3234	0	0	1	0	0	1
232807318	Якутия	3233	0	1	0	0	1	0
55178874	Россия	3232	0	0	1	0	0	1
45069941	Донецкая область	3232	0	1	0	0	2	0
114329468	Россия	3231	0	0	1	0	0	1
9851622	NA	3229	0	0	1	0	0	1
135839396	Москва	3228	0	1	0	0	1	0
230804712	Забайкальский край	3228	0	1	0	0	1	0
169536111	Ханты-Мансийский АО	3227	0	1	0	0	1	0
12245397	Коми	3227	0	1	0	0	1	0
3583341	Россия	3227	0	0	1	0	0	1
250093451	Россия	3226	0	0	1	0	0	1
152102883	Новосибирская область	3226	0	1	0	0	1	0
160416590	Коми	3226	0	1	0	0	1	0
206367971	Москва	3225	0	1	0	0	2	0
128925782	?	3225	0	0	1	0	0	2
133064137	Россия	3225	0	0	1	0	0	1
31557668	Минск	3225	0	0	1	0	0	1
235967591	Россия	3224	0	0	1	0	0	1
26214731	Москва	3224	0	1	0	0	1	0
163523278	Украина	3224	0	2	0	0	2	0
136656041	Кировская область	3224	0	1	0	0	1	0
153753168	Архангельская область	3223	0	1	0	0	1	0
36739369	Киев	3223	0	1	0	0	1	0
244929984	Удмуртия	3223	0	1	0	0	1	0
154333660	Красноярский край	3223	1	0	0	1	0	0
121456457	NA	3223	0	0	1	0	0	1
196123305	NA	3222	0	0	1	0	0	1
733717	Башкирия	3222	0	1	0	0	3	0
12029193	Украина	3221	0	1	0	0	1	0
243980690	Казахстан	3221	0	1	0	0	1	0
185242835	NA	3221	0	0	1	0	0	1
175410840	Павлодарская область	3221	1	0	0	2	0	0
241585669	NA	3221	0	0	1	0	0	2
106255140	NA	3221	0	0	2	0	0	2
214765352	NA	3221	0	0	1	0	0	1
210274723	Казахстан	3221	0	1	0	0	1	0
217177475	Киев	3221	0	1	0	0	1	0
3657404	Днепропетровская область	3220	0	1	0	0	4	0
51680306	Россия	3220	0	0	1	0	0	1
222445475	Донецкая область	3220	0	1	0	0	1	0
243217019	NA	3219	0	0	1	0	0	1
4240590	Луганская область	3219	1	0	0	1	0	0
214786674	Киев	3218	1	0	0	1	0	0
224416171	Россия	3218	0	0	1	0	0	1
236736243	Москва	3217	0	1	0	0	1	0
123663479	Россия	3216	0	0	1	0	0	1
31713533	Краснодарский край	3216	1	0	0	1	0	0
165379484	Москва	3215	0	1	0	0	1	0
234150199	Пермский край	3215	0	1	0	0	1	0
164672792	Кемеровская область	3214	0	1	0	0	1	0
232872786	NA	3214	0	0	1	0	0	1
105605498	Донецкая область	3213	0	1	0	0	1	0
241165970	Япония	3213	0	0	1	0	0	1
158609833	NA	3213	0	0	1	0	0	1
229956226	Самарская область	3213	0	1	0	0	5	0
26764260	Россия	3213	0	0	1	0	0	1
58659673	Россия	3211	0	0	1	0	0	1
155810274	Украина	3210	0	1	0	0	1	0
137428755	Россия	3209	0	0	1	0	0	1
125765011	NA	3209	0	0	1	0	0	1
1677427	Россия	3209	0	0	1	0	0	1
246227797	Россия	3209	0	0	1	0	0	2
223324341	NA	3208	0	0	1	0	0	2
22564692	Россия	3208	0	0	1	0	0	1
12730741	Татарстан	3207	0	1	0	0	2	0
230916589	Казахстан	3207	0	1	0	0	1	0
25428449	Россия	3207	0	0	1	0	0	1
187453345	Казахстан	3207	0	1	0	0	1	0
203377575	Казахстан	3206	0	1	0	0	1	0
91825537	Россия	3206	0	0	1	0	0	1
44771010	Германия	3205	0	0	1	0	0	1
155193555	Москва	3205	0	1	0	0	2	0
150983948	Удмуртия	3205	0	1	0	0	1	0
229533296	Воронежская область	3205	0	1	0	0	1	0
171659880	Киев	3204	1	0	0	1	0	0
194527776	Алтайский край	3204	0	1	0	0	1	0
136724924	Брестская область	3204	0	1	0	0	2	0
231804929	Россия	3204	0	0	1	0	0	1
36075003	Россия	3203	0	0	1	0	0	1
195021283	Оренбургская область	3203	0	2	0	0	2	0
176687811	Казахстан	3202	1	0	0	2	0	0
75715649	Гомельская область	3201	0	1	0	0	1	0
32556090	Россия	3200	0	0	1	0	0	2
178226703	Россия	3200	0	0	1	0	0	1
184247628	Украина	3200	0	1	0	0	3	0
225520340	Москва	3199	0	1	0	0	1	0
205402011	Хакасия	3199	0	1	0	0	2	0
3358754	Москва	3199	0	1	0	0	1	0
33431175	Украина	3197	1	0	0	1	0	0
4611059	NA	3197	0	0	1	0	0	1
47952244	Приморский край	3197	0	1	0	0	1	0
20298243	?Луганская область	3197	0	0	1	0	0	1
7341660	Одесская область	3196	1	0	0	1	0	0
153177089	Россия	3195	0	0	1	0	0	1
190113795	Ивано-Франковская область	3195	0	1	0	0	1	0
245843900	Австралия	3195	0	0	1	0	0	1
19721	Московская область	3195	0	1	0	0	1	0
225540061	Москва	3194	1	0	0	1	0	0
48583207	Россия	3194	0	0	1	0	0	1
249269809	NA	3194	0	0	1	0	0	1
209710210	Донецкая область	3194	0	1	0	0	1	0
118202627	NA	3193	0	0	1	0	0	2
222921629	Московская область	3192	1	0	0	2	0	0
220903402	Курская область	3192	0	1	0	0	2	0
4423892	Пермский край	3192	0	1	0	0	1	0
202086559	Коми	3191	0	1	0	0	1	0
3525659	Тюменская область	3190	0	1	0	0	1	0
210219209	Казахстан	3189	1	0	0	2	0	0
230384103	Украина	3189	0	1	0	0	2	0
134561252	Украина	3189	0	1	0	0	2	0
240809641	Башкирия	3188	0	1	0	0	1	0
87579426	Украина	3187	0	0	1	0	0	1
6948096	Россия	3186	0	0	1	0	0	1
239808753	Россия	3186	0	0	1	0	0	1
12236713	Черновицкая область	3183	1	0	0	1	0	0
211101448	Донецкая область	3182	0	1	0	0	1	0
167374440	Астана	3180	0	0	1	0	0	1
144638732	Алтайский край	3179	0	1	0	0	1	0
127975790	Хмельницкая область	3179	0	1	0	0	1	0
28528881	NA	3179	0	0	1	0	0	1
177254504	NA	3179	0	0	1	0	0	2
183788296	Россия	3179	0	0	1	0	0	1
226374468	Вологодская область	3179	0	1	0	0	1	0
14664988	Украина	3178	1	0	0	1	0	0
19002885	Хабаровский край	3178	0	1	0	0	1	0
10229404	Минск	3178	0	0	1	0	0	1
236200550	Южная Корея	3177	0	0	1	0	0	1
240720238	Москва	3177	0	1	0	0	2	0
205506950	Курганская область	3176	0	1	0	0	1	0
151929373	Великобритания	3176	0	0	1	0	0	1
152116128	Киев	3176	0	1	0	0	1	0
98551740	Башкирия	3176	0	1	0	0	1	0
94926257	Московская область	3175	0	1	0	0	1	0
219744366	США	3175	0	0	1	0	0	1
46500434	Россия	3175	0	0	1	0	0	6
224385822	Ярославская область	3174	0	1	0	0	1	0
178106576	Киев	3174	0	1	0	0	1	0
165808250	Казахстан	3174	1	0	0	1	0	0
103881842	Россия	3173	0	0	1	0	0	1
173556239	Минск	3172	0	0	1	0	0	1
184695452	NA	3171	0	0	1	0	0	1
11016041	Украина	3171	0	0	1	0	0	1
216996978	Киев	3171	0	1	0	0	1	0
83239805	Россия	3171	0	0	1	0	0	1
179228969	Казахстан	3171	0	0	1	0	0	1
224751914	NA	3171	0	0	1	0	0	1
219989285	Донецкая область	3169	0	1	0	0	1	0
245687677	Новосибирская область	3168	0	1	0	0	1	0
19453361	NA	3168	0	0	1	0	0	1
71969081	NA	3168	0	0	1	0	0	1
57836089	Украина	3167	0	1	0	0	1	0
147538081	Россия	3167	0	0	1	0	0	1
181263929	Одесская область	3167	1	1	0	4	1	0
196220455	Астана	3166	0	0	1	0	0	1
207110558	NA	3166	0	0	1	0	0	1
198370051	Россия	3166	0	0	1	0	0	1
220909356	Россия	3165	0	0	1	0	0	1
167474814	Иркутская область	3165	0	1	0	0	1	0
230615690	Ульяновская область	3165	0	1	0	0	1	0
1791008	Россия	3164	0	0	1	0	0	1
14209625	Киев	3164	0	1	0	0	1	0
235127969	Киев	3163	0	1	0	0	1	0
12010241	Липецкая область	3163	0	1	0	0	1	0
158804026	Запорожская область	3163	0	1	0	0	1	0
68062833	Новосибирская область	3162	0	1	0	0	1	0
48449656	Украина	3161	1	0	0	2	0	0
139181228	Калмыкия	3160	0	1	0	0	1	0
151055690	Крым	3160	1	0	0	1	0	0
30105337	NA	3159	0	0	2	0	0	4
199631383	Россия	3158	0	0	1	0	0	1
211081468	Астана	3157	0	0	1	0	0	1
157923965	Гомельская область	3157	0	1	0	0	1	0
59283792	Украина	3157	0	1	0	0	2	0
229820632	Москва	3157	0	1	0	0	1	0
53061571	Ленинградская область	3156	0	1	0	0	2	0
197397999	Вологодская область	3156	0	1	0	0	1	0
176039349	NA	3155	0	0	1	0	0	1
211381267	Россия	3155	0	0	1	0	0	1
137596656	Москва	3155	0	1	0	0	1	0
171618367	Донецкая область	3154	1	0	0	1	0	0
174471233	Россия	3153	0	0	1	0	0	1
204837616	Москва	3153	0	1	0	0	1	0
246703491	Россия	3153	0	0	1	0	0	1
238410186	Москва	3153	0	1	0	0	1	0
96735999	Крым	3153	1	0	0	1	0	0
39446240	Россия	3152	0	0	1	0	0	1
219754330	Германия	3152	0	0	1	0	0	4
73945366	Россия	3151	0	0	1	0	0	1
14525	Мурманская область	3151	0	1	0	0	1	0
198734451	Россия	3151	0	0	1	0	0	1
135788245	Витебская область	3151	0	1	0	0	2	0
25183533	Одесская область	3151	0	1	0	0	1	0
4275651	Пермский край	3150	0	1	0	0	1	0
151174672	Россия	3149	0	0	1	0	0	1
225610781	NA	3149	0	0	1	0	0	1
224464434	Краснодарский край	3149	0	1	0	0	1	0
200516629	Самарская область	3149	0	1	0	0	1	0
121874063	Свердловская область	3148	0	1	0	0	1	0
230691497	Москва	3148	1	0	0	1	0	0
137030569	Тверская область	3147	0	1	0	0	1	0
203473968	Москва	3147	0	1	0	0	1	0
247315520	Воронежская область	3146	0	1	0	0	1	0
178090167	Россия	3146	0	0	1	0	0	1
244150108	Россия	3145	0	0	1	0	0	1
232983992	Полтавская область	3145	1	0	0	1	0	0
139321938	Москва	3144	0	1	0	0	1	0
57823796	Украина	3144	1	0	0	1	0	0
244489294	NA	3144	0	0	1	0	0	1
3905009	Россия	3143	0	0	1	0	0	3
64492918	Кировоградская область	3143	0	1	0	0	1	0
234133714	Курская область	3141	0	1	0	0	1	0
171309206	Сумская область	3141	0	1	0	0	1	0
217779534	Москва	3140	0	1	0	0	1	0
78755867	Россия	3140	0	0	1	0	0	1
1334654	Москва	3140	0	1	0	0	1	0
10350173	Киев	3139	1	0	0	3	0	0
21165231	NA	3139	0	0	1	0	0	1
208568277	Москва	3138	0	1	0	0	1	0
178489996	Ставропольский край	3137	0	1	0	0	1	0
3808403	Россия	3137	0	0	1	0	0	1
171508015	Крым	3136	0	1	0	0	1	0
238424699	Украина	3136	1	0	0	1	0	0
208575560	Владимирская область	3136	0	1	0	0	1	0
12285531	Донецкая область	3134	0	1	0	0	1	0
69469865	Россия	3134	0	0	1	0	0	6
55230855	Москва	3134	0	1	0	0	1	0
196755361	Вологодская область	3133	0	1	0	0	1	0
11781651	Киев	3133	1	0	0	1	0	0
216974650	NA	3133	0	0	1	0	0	1
224847082	Россия	3133	0	0	1	0	0	1
202564749	Россия	3132	0	0	1	0	0	1
53773470	Москва	3132	0	2	0	0	2	0
193008870	Адыгея	3132	0	1	0	0	1	0
246179276	Украина	3132	0	1	0	0	1	0
65602876	Россия	3131	0	0	1	0	0	1
85441807	NA	3131	0	0	1	0	0	3
6397458	Россия	3130	0	0	1	0	0	2
96950416	Башкирия	3130	0	1	0	0	1	0
55635241	Россия	3129	0	0	1	0	0	1
600472	Россия	3126	0	0	1	0	0	1
92616234	Россия	3126	0	0	1	0	0	1
153534739	Адыгея	3126	0	1	0	0	1	0
32400174	Россия	3126	0	0	1	0	0	1
89754771	Дания	3126	0	0	1	0	0	1
217178199	Россия	3126	0	0	1	0	0	1
5290766	Пермский край	3124	0	1	0	0	2	0
63438792	Россия	3124	0	0	1	0	0	1
12498624	Россия	3123	0	0	1	0	0	1
199806926	NA	3122	0	0	1	0	0	1
218120996	NA	3122	0	0	1	0	0	1
228150966	Днепропетровская область	3122	1	0	0	2	0	0
150471682	NA	3121	0	0	1	0	0	1
177778055	NA	3121	0	0	1	0	0	1
179693288	Россия	3121	0	0	1	0	0	1
21279789	Россия	3121	0	0	1	0	0	1
139921563	Украина	3121	0	1	0	0	1	0
210558499	NA	3120	0	0	1	0	0	1
143359745	Кабардино-Балкария	3120	0	1	0	0	1	0
33273651	NA	3119	0	0	1	0	0	1
200736802	NA	3118	0	0	1	0	0	1
234048409	Москва	3118	0	1	0	0	1	0
232743246	Украина	3118	0	0	1	0	0	1
59777580	NA	3118	0	0	1	0	0	3
14244739	Новосибирская область	3118	0	1	0	0	1	0
184597109	NA	3118	0	0	1	0	0	1
216945530	Россия	3117	0	0	1	0	0	2
122445975	Вологодская область	3117	0	1	0	0	1	0
120507610	Республика Алтай	3116	0	1	0	0	2	0
61663298	Франция	3116	0	0	1	0	0	1
165958113	Донецкая область	3116	0	1	0	0	1	0
178987245	Брянская область	3116	1	0	0	2	0	0
165771944	Чувашия	3115	0	1	0	0	1	0
245227490	Краснодарский край	3114	0	1	0	0	1	0
24653063	Могилевская область	3114	0	1	0	0	1	0
109080394	Запорожская область	3114	0	1	0	0	1	0
247810101	Россия	3113	0	0	1	0	0	1
222546383	NA	3113	0	0	1	0	0	1
6559653	Россия	3113	0	0	1	0	0	1
151462448	Оренбургская область	3112	1	0	0	1	0	0
139852184	NA	3112	0	0	1	0	0	1
166296825	NA	3112	0	0	1	0	0	1
161909122	Москва	3112	0	1	0	0	1	0
1681859	Москва	3109	0	1	0	0	1	0
156033110	Омская область	3109	0	1	0	0	1	0
7856985	NA	3107	0	0	1	0	0	1
208505886	NA	3107	0	0	1	0	0	1
173103166	Украина	3107	0	1	0	0	1	0
159084788	Иркутская область	3106	0	1	0	0	1	0
244123663	Болгария	3106	0	0	2	0	0	3
190222263	Черновицкая область	3106	0	1	0	0	1	0
139919594	NA	3105	0	0	1	0	0	1
234335631	NA	3105	0	0	1	0	0	1
194332051	Московская область	3105	0	1	0	0	1	0
217016719	Курская область	3105	0	1	0	0	1	0
224536971	Донецкая область	3105	0	2	0	0	2	0
110869809	Харьковская область	3105	2	0	0	5	0	0
2360046	Киев	3104	1	0	0	1	0	0
203032776	Молдавия	3104	0	1	0	0	1	0
224292055	Свердловская область	3104	0	1	0	0	1	0
238204135	Киев	3104	0	1	0	0	1	0
99406320	Красноярский край	3103	1	0	0	1	0	0
167740212	Удмуртия	3103	0	1	0	0	1	0
160468794	Самарская область	3103	1	0	0	1	0	0
232770610	NA	3103	0	0	1	0	0	1
249148886	Донецкая область	3102	0	1	0	0	1	0
11248439	Россия	3102	0	0	1	0	0	1
198805576	Россия	3102	0	0	1	0	0	1
201034444	Украина	3101	0	1	0	0	2	0
164234078	Запорожская область	3101	1	0	0	2	0	0
102395597	Украина	3101	0	1	0	0	1	0
42897181	Свердловская область	3101	0	1	0	0	1	0
175209391	Украина	3100	0	1	0	0	1	0
21589667	Украина	3100	1	0	0	1	0	0
18525850	Россия	3100	0	0	1	0	0	1
45147884	Россия	3098	0	0	1	0	0	1
17413313	Свердловская область	3097	0	1	0	0	1	0
87190640	Псковская область	3097	0	1	0	0	1	0
221429120	NA	3096	0	0	1	0	0	3
242420327	Самарская область	3096	0	1	0	0	1	0
168876117	Донецкая область	3095	0	1	0	0	1	0
22330445	Украина	3094	1	0	0	1	0	0
247185280	Башкирия	3093	0	1	0	0	1	0
187600209	Татарстан	3092	1	0	0	1	0	0
222816221	Нидерланды	3092	0	0	1	0	0	1
5160561	Украина	3092	0	1	0	0	1	0
181607528	NA	3092	0	0	1	0	0	3
162672408	Украина	3091	0	0	1	0	0	1
38296026	Харьковская область	3091	0	1	0	0	1	0
1359362	Россия	3090	0	0	1	0	0	1
142317504	NA	3090	0	0	1	0	0	2
209734972	NA	3089	0	0	1	0	0	1
102306817	Россия	3088	0	0	1	0	0	1
162161452	Киев	3087	0	1	0	0	1	0
69852728	Харьковская область	3087	1	0	0	1	0	0
19447325	Ярославская область	3086	0	1	0	0	1	0
165733395	Татарстан	3086	0	1	0	0	1	0
95856072	Самарская область	3086	0	1	0	0	1	0
171230167	NA	3085	0	0	1	0	0	1
50390891	Крым	3085	0	1	0	0	1	0
210551474	NA	3085	0	0	1	0	0	1
188950984	Омская область	3085	0	1	0	0	1	0
135822933	Москва	3085	0	1	0	0	1	0
5974921	Россия	3082	0	0	1	0	0	1
212306935	Киев	3082	0	1	0	0	1	0
224996141	Архангельская область	3081	0	1	0	0	1	0
216430608	Москва	3081	0	1	0	0	1	0
49039530	Башкирия	3081	0	1	0	0	1	0
119763052	Свердловская область	3080	1	0	0	1	0	0
98564642	Москва	3079	0	1	0	0	1	0
166803242	NA	3078	0	0	1	0	0	2
3034313	NA	3078	0	0	1	0	0	1
238561001	NA	3077	0	0	1	0	0	1
85347	Крым	3076	0	1	0	0	1	0
190543198	Россия	3076	0	0	1	0	0	1
145861501	Москва	3075	0	1	0	0	1	0
211662733	Германия	3075	0	0	1	0	0	1
184985968	Башкирия	3075	0	1	0	0	1	0
95739093	Украина	3075	0	1	0	0	2	0
240355	Россия	3075	0	0	1	0	0	1
177201517	Россия	3072	0	0	1	0	0	1
185779495	Минская область	3072	0	1	0	0	3	0
2712117	Киев	3072	1	0	0	2	0	0
13766085	NA	3072	0	0	2	0	0	2
208420517	Россия	3071	0	0	1	0	0	7
228809703	NA	3071	0	0	1	0	0	1
225475073	Северная Осетия	3071	0	1	0	0	1	0
37921770	Архангельская область	3071	1	0	0	1	0	0
143902980	Черкасская область	3070	0	1	0	0	1	0
182898151	Омская область	3070	0	1	0	0	1	0
194769603	NA	3070	0	0	1	0	0	1
139727795	Вологодская область	3070	1	0	0	1	0	0
68465924	Кемеровская область	3069	1	0	0	1	0	0
108389361	Россия	3069	0	0	1	0	0	2
6203177	NA	3069	0	0	1	0	0	1
72703178	Свердловская область	3069	1	0	0	1	0	0
17500	Вологодская область	3069	0	1	0	0	1	0
51220919	NA	3069	0	0	1	0	0	1
188096649	Приморский край	3069	0	1	0	0	1	0
32304	Чувашия	3068	0	1	0	0	1	0
1952546	Россия	3068	0	0	1	0	0	1
22197114	Украина	3068	0	1	0	0	1	0
37355706	Луганская область	3068	1	0	0	1	0	0
3155733	Россия	3068	0	0	1	0	0	1
140144424	Москва	3068	0	1	0	0	1	0
2946	Челябинская область	3068	0	1	0	0	1	0
246988841	Воронежская область	3066	0	1	0	0	1	0
18227072	NA	3066	0	0	1	0	0	1
249748852	Иркутская область	3066	0	1	0	0	1	0
210041357	Казахстан	3066	1	0	0	1	0	0
207007937	Украина	3066	0	1	0	0	1	0
6091518	NA	3065	0	0	1	0	0	1
26650757	Челябинская область	3065	0	1	0	0	1	0
220621138	NA	3065	0	0	1	0	0	1
217409759	NA	3064	0	0	1	0	0	1
214059361	NA	3064	0	0	1	0	0	1
225975916	Россия	3064	0	0	1	0	0	1
230340460	Кемеровская область	3062	1	0	0	1	0	0
15525034	Россия	3062	0	0	1	0	0	1
217558384	Казахстан	3062	0	1	0	0	1	0
28623507	NA	3061	0	0	1	0	0	2
2313206	Россия	3060	0	0	1	0	0	1
11462314	Израиль	3060	0	0	1	0	0	1
228366231	Воронежская область	3059	0	1	0	0	1	0
8555923	Москва	3059	0	1	0	0	1	0
110121546	NA	3059	0	0	1	0	0	1
8904844	Россия	3059	0	0	1	0	0	1
135139939	Москва	3059	0	1	0	0	1	0
9019897	Ростовская область	3057	0	1	0	0	1	0
186143046	Киев	3057	1	0	0	1	0	0
240146767	Тамбовская область	3057	0	1	0	0	1	0
