Author	Loc	Words count	Positive lemmas	Negative lemmas	Not positive lemmas	Positive occs	Negative occs	Not positive occs
2	Москва	6801606	4	49	0	10	149	0
1	Ханты-Мансийский АО	3386040	0	36	0	0	100	0
477	Свердловская область	2174040	8	17	0	24	42	0
16620	Удмуртия	1892202	0	17	0	0	29	0
2881	Киев	1873631	13	20	0	30	44	0
44	Россия	1600820	0	0	3	0	0	4
3415	Северная Осетия	1367252	0	19	0	0	29	0
56	Россия	1250676	0	0	16	0	0	36
918	Челябинская область	1200111	7	14	0	16	21	0
213486136	NA	1170706	0	0	1	0	0	1
168365195	Москва	1105218	0	1	0	0	1	0
2187	NA	1103577	0	0	17	0	0	27
69441922	Пермский край	1074559	0	1	0	0	1	0
3624	Одесская область	1013427	10	12	0	15	18	0
1066	NA	991049	0	0	15	0	0	19
737	Россия	963674	0	0	14	0	0	20
1326	Донецкая область	949025	5	11	0	7	17	0
527	Татарстан	931235	3	12	0	5	25	0
3425	Марий Эл	923648	1	3	0	2	3	0
19107	Харьковская область	904224	1	5	0	4	8	0
3253	Запорожская область	878506	0	1	0	0	1	0
863	Тюменская область	877563	9	14	0	12	23	0
780	Самарская область	847067	0	4	0	0	5	0
2548	NA	832622	0	0	20	0	0	43
4132	Хмельницкая область	812901	1	3	0	1	4	0
8981	Донецкая область	810694	4	11	0	7	22	0
101759	Украина	788700	5	7	3	11	17	5
653	Россия	762385	0	0	16	0	0	36
3502	Киев	721596	6	11	0	7	16	0
1282	Киев	716634	6	10	0	10	10	0
1107	Хабаровский край	681217	1	8	0	1	12	0
6	Россия	670023	0	0	10	0	0	12
265	Москва	664954	0	13	0	0	36	0
883	Ханты-Мансийский АО	656255	1	6	0	1	12	0
1223	Харьковская область	648087	6	8	0	8	10	0
5439	Одесская область	636511	5	4	0	7	6	0
1879	Украина	635986	3	4	0	8	5	0
671	Приморский край	633301	6	13	0	9	22	0
879	Башкирия	627238	0	10	0	0	25	0
4459	Днепропетровская область	625319	2	4	0	2	9	0
670	Россия	615369	0	0	14	0	0	32
87	Россия	602099	0	0	8	0	0	14
19281	Киев	601471	4	5	0	6	12	0
5181	Украина	597279	3	6	2	8	7	2
729	Украина	593782	0	12	1	0	20	1
2165	Луганская область	590639	2	9	0	2	13	0
164284532	Калининградская область	582687	0	1	0	0	1	0
730	Пермский край	577156	4	10	0	6	12	0
2473	Харьковская область	576628	2	9	0	4	20	0
19728	Запорожская область	570437	6	10	0	8	10	0
862	?	557412	0	0	7	0	0	12
555	Коми	550466	0	4	0	0	8	0
126693182	Оренбургская область	540360	0	1	0	0	1	0
669	Новосибирская область	538613	5	10	0	11	21	0
142660507	NA	538349	0	0	1	0	0	1
503	Архангельская область	537052	4	12	0	5	20	0
1047	Курская область	530187	0	6	0	0	8	0
348	Москва	522677	0	8	0	0	10	0
92	Оренбургская область	506636	1	2	0	1	6	0
408	Россия	501703	0	0	12	0	0	18
364	Россия	501668	0	0	9	0	0	19
1322	Украина	497208	7	14	1	10	25	1
242258126	Киев	475308	0	1	0	0	1	0
1290	Россия	467914	0	0	6	0	0	7
10283	Украина	461858	2	6	1	2	6	1
1892	Киев	457786	1	5	0	1	8	0
1648	Казахстан	450412	2	7	0	7	13	0
94448	Минск	447551	0	0	4	0	0	10
1032	Крым	446123	6	3	0	8	4	0
70443939	Коми	445134	0	1	0	0	1	0
353	Астана	444426	0	0	9	0	0	15
133046	Ставропольский край	442504	0	2	0	0	2	0
128	Москва	440568	0	6	0	0	10	0
881	Башкирия	436262	3	8	0	3	11	0
257	Москва	433548	1	9	0	1	13	0
1153	Киев	432184	4	4	0	9	6	0
915	NA	430370	0	0	16	0	0	42
696	Омская область	428657	4	9	0	6	13	0
34	Россия	427721	0	0	10	0	0	10
21359	Запорожская область	425940	3	8	0	6	8	0
111866992	Ростовская область	405227	0	1	0	0	1	0
97185	NA	404961	0	0	7	0	0	11
1231	Киев	400884	7	6	0	10	13	0
1171	Самарская область	399917	1	7	0	4	12	0
31813	NA	398612	0	0	7	0	0	13
6627	Россия	398523	0	0	11	0	0	11
1173072	Россия	395741	0	0	12	0	0	15
131	Москва	393533	1	5	0	1	7	0
48431	Брестская область	391680	1	10	0	1	11	0
2799	Свердловская область	391232	2	6	0	2	9	0
772	Рязанская область	386747	1	7	0	1	8	0
415	Свердловская область	386307	3	6	0	3	7	0
14020	Казахстан	386005	3	3	0	13	4	0
526	Россия	380141	0	0	8	0	0	14
694	Россия	376750	0	0	6	0	0	6
65	NA	376324	0	0	5	0	0	8
871	Ульяновская область	373115	1	6	0	1	9	0
146424837	Россия	366309	0	0	1	0	0	1
3134	Украина	362665	5	3	0	12	6	0
246031746	NA	361645	0	0	1	0	0	3
326	Москва	356186	0	5	0	0	6	0
54569	Минск	355181	0	0	7	0	0	9
940	Якутия	353507	4	8	0	4	19	0
21019	Украина	352405	2	3	0	8	3	0
226	Москва	351753	0	5	0	0	5	0
3244	Днепропетровская область	351371	2	5	0	4	12	0
1070	Россия	350433	0	0	6	0	0	12
45587	Украина	346749	0	2	0	0	3	0
6446	Свердловская область	346563	2	7	0	2	11	0
250	Москва	346057	0	5	0	0	5	0
749	Ростовская область	345770	3	9	0	3	18	0
5557	Одесская область	344853	0	2	0	0	2	0
573	Краснодарский край	343712	3	3	0	3	4	0
856	Тульская область	342875	0	5	0	0	11	0
65845487	Астана	341408	0	0	1	0	0	2
685	Ростовская область	341057	0	2	0	0	2	0
525	Московская область	340457	1	4	0	2	4	0
227469249	Ростовская область	338679	0	1	0	0	1	0
554	Киев	337762	2	9	0	2	16	0
192924190	Челябинская область	337020	0	1	0	0	1	0
927	Краснодарский край	336564	0	4	0	0	5	0
541	Калининградская область	336464	3	5	0	10	6	0
1135	Украина	335888	3	2	0	3	2	0
545445	Днепропетровская область	332968	1	5	0	1	5	0
548065	NA	331254	0	0	1	0	0	1
67	Россия	330785	0	0	10	0	0	15
63	Россия	329497	0	0	8	0	0	15
846	Самарская область	329415	2	8	0	2	12	0
304	Москва	328068	2	5	0	2	7	0
914	Челябинская область	327875	1	6	0	1	10	0
213	Москва	327543	1	9	0	1	12	0
2935	Новосибирская область	325533	0	4	0	0	11	0
219	Москва	321566	0	6	0	0	10	0
841	Москва	319214	1	5	0	2	8	0
870	Ульяновская область	314847	0	2	0	0	2	0
62	Россия	313495	0	0	11	0	0	17
24177	Запорожская область	312927	8	7	0	9	8	0
440	Вологодская область	312206	3	7	0	3	9	0
269	Москва	311073	1	2	0	1	2	0
597	Курганская область	309104	4	6	0	4	9	0
8995	Одесская область	307851	2	2	0	2	3	0
37	Россия	307212	0	0	5	0	0	6
66413	Гродненская область	306494	1	3	0	1	4	0
3091	Одесская область	306169	4	6	0	6	8	0
11432683	Челябинская область	302713	0	1	0	0	1	0
289	Москва	302585	0	6	0	0	7	0
31845	Одесская область	302077	4	7	0	5	7	0
4658	Украина	301148	5	3	0	6	5	0
1404	Казахстан	300907	3	3	0	7	4	0
953	Волгоградская область	299136	1	7	0	1	10	0
77262	Донецкая область	296953	1	3	0	1	3	0
60	Россия	296945	0	0	6	0	0	7
142826831	Чувашия	295143	0	1	0	0	1	0
27	Россия	294387	0	0	7	0	0	17
239	Москва	292725	1	5	0	1	9	0
4357	Москва	292552	0	2	0	0	2	0
193730268	Россия	292200	0	0	1	0	0	1
16542	Запорожская область	291684	1	2	0	2	2	0
631	Россия	291160	0	0	4	0	0	8
381	Алтайский край	289696	1	11	0	3	15	0
1140	Украина	288977	3	4	0	4	7	0
695	Омская область	288077	1	7	0	1	10	0
37912	Коми	287756	1	2	0	1	4	0
6773	Харьковская область	287583	2	6	0	3	7	0
3297	Украина	286906	3	6	0	4	8	0
87339	Волынская область	286192	3	2	0	3	2	0
782	Самарская область	286015	0	5	0	0	8	0
216421379	Москва	285348	0	1	0	0	1	0
7689288	Россия	283810	0	0	1	0	0	2
68	Москва	283327	0	9	0	0	16	0
792	Мордовия	282397	1	9	0	2	11	0
328	Москва	280570	2	4	0	2	5	0
895	Хабаровский край	280552	1	3	0	1	6	0
218	Москва	280084	1	5	0	2	6	0
75402	Крым	276066	0	5	0	0	5	0
6775	Харьковская область	275112	3	11	0	4	12	0
228826966	NA	274952	0	0	1	0	0	2
800	Россия	274106	0	0	4	0	0	5
218493021	Россия	273765	0	0	1	0	0	1
2121	Иркутская область	273331	4	7	0	8	10	0
1184	Закарпатская область	270868	3	3	0	3	3	0
801	Казахстан	269104	3	3	0	3	3	0
920	Вологодская область	268441	1	7	0	1	8	0
8351	Самарская область	267258	0	3	0	0	4	0
32093	Минск	266788	0	0	4	0	0	7
771	Рязанская область	264932	2	2	0	2	2	0
247	NA	264842	0	0	4	0	0	6
13215	Херсонская область	264571	3	1	0	6	1	0
390	NA	263702	0	0	3	0	0	3
7020	Украина	263543	1	1	0	1	2	0
94562561	Россия	263333	0	0	1	0	0	1
243509841	Москва	263302	0	1	0	0	1	0
1919	Днепропетровская область	263142	3	4	0	3	4	0
504	Иркутская область	262527	3	8	0	3	9	0
16190703	Крым	261186	1	0	0	1	0	0
571	Краснодарский край	260445	1	2	0	1	3	0
264	Россия	260218	0	0	2	0	0	4
282536	Китай	258983	0	0	1	0	0	1
947	Ярославская область	256170	2	5	0	2	7	0
677	Новосибирская область	255937	3	3	0	6	4	0
172594879	NA	253658	0	0	1	0	0	3
67596733	Москва	253492	0	3	0	0	3	0
41249	Запорожская область	252964	2	6	0	4	6	0
2866	NA	252453	0	0	7	0	0	10
212	Башкирия	252428	0	3	0	0	3	0
3085	Харьковская область	251695	1	2	0	1	3	0
147383713	Россия	250053	0	0	1	0	0	1
593	Красноярский край	248899	4	4	0	6	14	0
2326	Харьковская область	248221	1	5	0	1	5	0
944	Ярославская область	248160	2	5	0	2	10	0
25180	Казахстан	247255	1	7	0	4	14	0
1355	Днепропетровская область	247159	2	4	0	2	38	0
451	Орловская область	246986	0	6	0	0	12	0
1855	Брестская область	246751	2	2	0	4	2	0
1319	Башкирия	245770	1	5	0	1	5	0
126213939	NA	244831	0	0	1	0	0	2
1988	Украина	244164	4	4	0	4	8	0
39670372	Россия	243643	0	0	1	0	0	1
430	Россия	243253	0	0	4	0	0	6
42908	Киргизия	242315	0	2	0	0	2	0
779	Самарская область	241672	1	4	0	2	7	0
120650304	Россия	240153	0	0	1	0	0	1
259	Свердловская область	239447	3	6	0	3	6	0
2164	Брестская область	239447	1	1	0	1	2	0
140398257	NA	238939	0	0	1	0	0	1
473	Свердловская область	238459	0	7	0	0	13	0
652	Россия	237949	0	0	3	0	0	7
8952	Днепропетровская область	237923	5	5	0	5	5	0
244	Москва	236835	0	6	0	0	9	0
240	Москва	236736	0	5	0	0	24	0
924	Чечня	235823	0	2	0	0	2	0
23578	Киев	234194	2	2	0	2	2	0
930931	Москва	234128	0	1	0	0	1	0
242	Москва	233566	0	5	0	0	6	0
57	Россия	232656	0	0	4	0	0	5
20825	Красноярский край	231947	2	5	0	2	6	0
29391	Одесская область	231888	2	1	0	2	1	0
56514	Тамбовская область	231546	1	3	0	1	4	0
2964	Житомирская область	229993	3	3	0	4	4	0
414	Самарская область	229463	0	8	0	0	8	0
6662863	Россия	229277	0	0	1	0	0	1
1276	Москва	229220	0	5	0	0	9	0
759	Ростовская область	228898	2	5	0	2	8	0
355	Хакасия	228761	1	6	0	1	7	0
164744	Херсонская область	226227	3	7	0	5	8	0
95062	Калининградская область	226075	1	1	0	2	1	0
60678935	Пермский край	225863	0	1	0	0	4	0
89718	Крым	225664	3	4	0	3	4	0
8300	Днепропетровская область	225627	1	6	0	1	6	0
1830	Казахстан	225364	2	3	1	11	7	1
3251	Карагандинская область	225121	2	7	0	5	10	0
740	Псковская область	225031	1	4	0	1	4	0
189	Москва	224601	0	4	0	0	6	0
18635	Карагандинская область	224409	2	4	0	6	5	0
218778448	NA	224136	0	0	1	0	0	1
15515	Астана	223858	0	0	5	0	0	7
441	Вологодская область	223748	0	6	0	0	6	0
2602	NA	223104	0	0	4	0	0	4
170331198	Таиланд	223056	0	0	1	0	0	1
411	Приморский край	220441	3	5	0	3	7	0
59266	Кемеровская область	220021	0	1	0	0	1	0
724	Свердловская область	219288	1	3	0	1	3	0
23677	Одесская область	219126	1	3	0	1	4	0
14950	Донецкая область	219102	2	2	0	2	2	0
246510666	Москва	216225	0	1	0	0	2	0
113139785	Кировская область	216202	0	1	0	0	1	0
869	Ульяновская область	214872	1	5	0	1	7	0
45491	Архангельская область	213472	3	2	0	6	3	0
431	Волгоградская область	213427	1	3	0	2	3	0
22780	Украина	213149	1	1	0	1	1	0
47372	Донецкая область	212395	3	5	0	3	5	0
150848044	NA	212031	0	0	1	0	0	1
692	Омская область	211964	1	2	0	1	4	0
663	Новосибирская область	211394	2	1	0	2	1	0
332	Москва	211252	0	2	0	0	2	0
848	Томская область	209880	2	0	0	2	0	0
2146	Казахстан	209820	3	5	0	5	11	0
82	Россия	209418	0	0	5	0	0	5
54	Россия	208719	0	0	5	0	0	5
174913895	Полтавская область	208393	0	1	0	0	2	0
2172	Москва	207840	0	5	0	0	7	0
155185405	Витебская область	207496	0	1	0	0	1	0
7959	Украина	207203	3	2	1	4	3	1
651	Россия	207006	0	0	3	0	0	6
9694	Казахстан	206620	1	6	0	1	12	0
833	Ростовская область	205954	1	5	0	1	5	0
201557624	Киев	205469	1	0	0	1	0	0
161800511	NA	205054	0	0	1	0	0	1
853	Липецкая область	204801	1	9	0	1	10	0
6943	Украина	204659	2	4	0	2	6	0
649	Россия	203159	0	0	3	0	0	5
293	Москва	202964	0	6	0	0	8	0
67617	NA	202673	0	0	6	0	0	6
13061	Киев	202419	2	5	0	2	5	0
818	Россия	202206	0	0	2	0	0	2
155600997	Донецкая область	201534	0	1	0	0	1	0
23943	Ивано-Франковская область	201486	3	5	0	3	7	0
728	Пермский край	201077	2	1	0	2	1	0
48	Тверская область	200735	0	2	0	0	3	0
138018280	Украина	200590	0	1	0	0	1	0
212542566	Тверская область	200340	0	1	0	0	1	0
106873169	Россия	199724	0	0	1	0	0	2
183886335	Ростовская область	199213	0	1	0	0	1	0
180335554	Саратовская область	199095	0	1	0	0	1	0
21995	Украина	199022	2	3	1	5	3	1
111	Одесская область	197779	1	7	0	1	9	0
5303	Павлодарская область	196995	3	4	0	5	4	0
18114	Украина	196268	1	4	0	1	4	0
7440	Днепропетровская область	196090	2	3	0	2	11	0
676	Россия	195678	0	0	7	0	0	8
3103	Сумская область	191653	3	5	0	3	6	0
386	Белгородская область	190663	0	2	0	0	2	0
722	Пензенская область	189749	0	2	0	0	3	0
66	Россия	189739	0	0	4	0	0	13
82723	NA	189553	0	0	4	0	0	4
7926	Башкирия	189303	0	2	0	0	2	0
156778178	Киев	189151	0	1	0	0	1	0
5632	Запорожская область	188599	1	3	0	1	5	0
1306	Россия	188432	0	0	6	0	0	8
18690133	Курганская область	187891	0	1	0	0	1	0
744	Россия	187191	0	0	2	0	0	2
721	Пензенская область	187182	1	5	0	1	7	0
175678555	Москва	186669	0	1	0	0	1	0
5669768	Россия	185779	0	0	1	0	0	1
2664	Запорожская область	185522	1	5	0	1	5	0
584	Россия	185421	0	0	4	0	0	9
141866	Черкасская область	185416	2	2	0	2	3	0
545	Кемеровская область	185269	1	2	0	1	2	0
380	Алтайский край	183586	1	4	0	1	4	0
316	Москва	183507	0	3	0	0	3	0
58168	Киев	183349	2	5	0	2	11	0
165864178	Украина	183132	0	1	0	0	1	0
297	Москва	183086	0	4	0	0	5	0
2071	Витебская область	182700	1	1	0	1	1	0
38	Россия	182623	0	0	5	0	0	6
153852207	Москва	182388	0	1	0	0	1	0
9369	NA	180582	0	0	4	0	0	9
4760	Красноярский край	180536	5	4	0	5	4	0
583	Вологодская область	180383	0	3	0	0	3	0
321	Москва	180153	0	2	0	0	2	0
567	Краснодарский край	179452	1	7	0	1	10	0
49	Башкирия	178462	0	6	0	0	7	0
20289072	NA	178270	0	0	1	0	0	1
6618	Днепропетровская область	177520	3	4	0	3	4	0
17622	Черниговская область	177449	0	3	0	0	3	0
6772	Украина	177040	3	2	1	4	4	1
429	Волгоградская область	176758	1	5	0	1	8	0
223192987	NA	176311	0	0	1	0	0	1
244531792	NA	175797	0	0	1	0	0	1
263	Москва	175561	0	2	0	0	2	0
222741050	Москва	174923	0	1	0	0	1	0
84226657	NA	174540	0	0	1	0	0	1
14718824	NA	173818	0	0	1	0	0	1
713175	Украина	173119	1	2	0	1	2	0
9962	Ровненская область	172573	2	2	0	2	2	0
3784	Казахстан	172537	0	1	0	0	1	0
7604266	Украина	172255	0	1	0	0	1	0
89756	Кировоградская область	172151	0	3	0	0	3	0
127156885	Россия	171395	0	0	1	0	0	1
539	Калининградская область	171387	2	4	0	4	5	0
882	Башкирия	171238	0	4	0	0	5	0
662	Новосибирская область	169920	1	1	0	1	1	0
186233553	Россия	169463	0	0	1	0	0	2
9439391	Россия	168792	0	0	1	0	0	1
18456	Донецкая область	167814	5	1	0	5	2	0
2711	Минск	167734	0	0	5	0	0	7
338	Казахстан	167260	2	4	0	2	5	0
247110174	NA	167012	0	0	1	0	0	1
6774	Харьковская область	166646	1	1	0	1	1	0
758	Ростовская область	166238	0	1	0	0	1	0
727	Россия	166127	0	0	5	0	0	6
63243932	NA	165100	0	0	1	0	0	2
96875	Брестская область	164736	1	4	0	1	4	0
797	Россия	164690	0	0	5	0	0	8
487	Татарстан	164499	0	1	0	0	2	0
519	Марий Эл	163827	1	3	0	1	3	0
855	Тульская область	163356	0	3	0	0	3	0
189518854	Кировоградская область	163260	1	0	0	1	0	0
5085	Одесская область	163243	1	3	0	1	5	0
572	Краснодарский край	161857	0	1	0	0	9	0
11181	?Петропавловская область	161271	0	4	0	0	5	0
4629	Кировская область	161207	1	2	0	1	4	0
628	Мурманская область	161036	0	3	0	0	14	0
4200	Самарская область	160984	0	3	0	0	4	0
3222	Иркутская область	160696	0	5	0	0	6	0
73113884	Татарстан	160530	0	1	0	0	1	0
132671925	Россия	160229	0	0	1	0	0	1
39329	NA	160055	0	0	4	0	0	7
105699	Черниговская область	159778	1	2	0	1	2	0
55837	Полтавская область	158648	0	4	0	0	4	0
675	Новосибирская область	158270	1	3	0	1	6	0
526760	Москва	158246	0	1	0	0	2	0
6473	Тюменская область	158072	2	3	0	3	3	0
378	Алтайский край	156964	1	3	0	3	4	0
795	Саратовская область	155944	0	4	0	0	7	0
382	Россия	155870	0	0	3	0	0	5
64286	Донецкая область	155412	0	1	0	0	1	0
7570	Украина	154811	2	3	0	3	4	0
951	Россия	154748	0	0	6	0	0	6
5167	Ивано-Франковская область	154024	1	4	0	1	4	0
592	Красноярский край	153870	0	3	0	0	3	0
2248	Днепропетровская область	153854	7	1	0	8	1	0
910	Челябинская область	153673	0	3	0	0	3	0
3402	Казахстан	153126	1	2	0	2	2	0
816	Ставропольский край	153104	1	4	0	1	4	0
76721570	Украина	153021	0	1	0	0	2	0
9958	Россия	153012	0	0	6	0	0	9
231817419	Ростовская область	152502	0	1	0	0	1	0
890	Хабаровский край	152425	1	5	0	1	6	0
13737441	Москва	151900	0	1	0	0	1	0
6234	Винницкая область	151594	2	1	0	2	1	0
4776	Россия	150700	0	0	4	0	0	5
3851	Казахстан	150470	2	3	0	2	4	0
6982	Николаевская область	150391	2	1	0	2	1	0
734822	Украина	150038	2	1	0	2	1	0
3336	Киев	149962	4	0	0	5	0	0
668	Новосибирская область	149722	3	2	0	3	2	0
209163560	Москва	149431	0	1	0	0	1	0
832465	Волгоградская область	149415	0	1	0	0	1	0
18682	Киев	148795	3	2	0	8	2	0
3941	Донецкая область	148393	0	3	0	0	3	0
10338	Россия	148152	0	0	7	0	0	11
12032	NA	147963	0	0	2	0	0	2
71921051	Запорожская область	147888	0	1	0	0	1	0
2553593	Алтайский край	147810	0	1	0	0	2	0
207	Москва	147596	0	4	0	0	8	0
3063	NA	146512	0	0	3	0	0	3
339	Москва	145640	0	4	0	0	7	0
11854	Казахстан	145409	2	2	0	6	8	0
1859	Украина	145233	1	4	0	1	5	0
245113088	Хабаровский край	144022	0	1	0	0	1	0
20058	Украина	143776	1	0	0	1	0	0
53517	Украина	143605	2	1	0	2	1	0
852	Томская область	143556	0	2	0	0	3	0
885	Татарстан	143543	0	3	0	0	3	0
4638	Астана	143336	0	0	3	0	0	3
245815812	Московская область	143236	0	1	0	0	1	0
3498	Татарстан	143066	0	1	0	0	2	0
667	Новосибирская область	142887	2	3	0	2	4	0
0	Новосибирская область	142292	0	3	0	0	3	0
96135166	Алтайский край	142221	0	1	0	0	2	0
108050629	Россия	141674	0	0	1	0	0	6
72666	Полтавская область	141178	0	3	0	0	3	0
37060028	Москва	141170	0	1	0	0	1	0
22750976	Украина	141086	0	1	0	0	1	0
538	Калининградская область	141051	1	2	0	1	3	0
72459773	Москва	140533	1	0	0	1	0	0
5540	Луганская область	140041	1	2	0	1	2	0
4701	Винницкая область	138674	2	2	0	2	2	0
209	Москва	138628	1	2	0	1	3	0
8524	Карагандинская область	138087	2	2	0	2	2	0
3371	Могилевская область	138044	0	1	0	0	2	0
89978	Могилевская область	137829	1	5	0	1	5	0
682	Новосибирская область	137720	2	3	0	2	5	0
9645	Житомирская область	137438	2	2	0	2	2	0
200394083	NA	137293	0	0	1	0	0	1
6131	Крым	137280	3	7	0	3	8	0
5427	Испания	137278	0	0	7	0	0	10
2862	Смоленская область	136664	0	5	0	0	7	0
469	Россия	136330	0	0	4	0	0	4
2609	Запорожская область	136180	0	3	0	0	4	0
28731	Астана	135830	0	0	4	0	0	4
21574518	Пермский край	135828	0	1	0	0	1	0
49452	Харьковская область	135460	3	2	0	3	3	0
124176939	Москва	135333	0	1	0	0	1	0
6733	Харьковская область	133570	4	2	0	4	3	0
528	Татарстан	133535	0	2	0	0	2	0
2188	Россия	133475	0	0	6	0	0	7
251527896	NA	132937	0	0	1	0	0	1
1298	Молдавия	132120	0	1	0	0	1	0
5248	Черкасская область	130615	0	3	0	0	5	0
205035393	США	129950	0	0	1	0	0	1
12890	Казахстан	129813	1	2	0	1	3	0
13510907	Винницкая область	129752	0	1	0	0	1	0
86256	Костромская область	129714	1	1	0	2	1	0
47	Россия	129424	0	0	3	0	0	5
460154	Казахстан	129413	1	2	0	3	7	0
212482392	Запорожская область	128964	0	1	0	0	1	0
62550	Украина	128858	0	1	0	0	2	0
120907416	Свердловская область	128826	0	1	0	0	1	0
908	Россия	128560	0	0	6	0	0	11
239271331	Китай	128179	0	0	1	0	0	1
935	Сахалинская область	127929	1	3	0	2	4	0
96903	Полтавская область	127696	2	2	0	2	5	0
28390590	Россия	127450	0	0	1	0	0	1
129994656	Грузия	127415	0	1	0	0	2	0
23	Россия	127092	0	0	2	0	0	2
56527359	NA	126360	0	0	1	0	0	2
2780	Луганская область	126317	1	1	0	1	2	0
22543	Восточно-Казахстанская область	126249	3	2	0	7	2	0
17635	Украина	125909	4	1	0	4	1	0
96774	Брестская область	125767	1	3	0	1	3	0
248	Москва	124844	0	3	0	0	4	0
246561026	NA	123809	0	0	1	0	0	1
875	Башкирия	123750	0	4	0	0	5	0
75341678	Россия	123734	0	0	1	0	0	1
416	Россия	123701	0	0	3	0	0	3
20623	Украина	123496	2	3	0	4	5	0
76875726	Россия	123397	0	0	1	0	0	1
164228528	Россия	123396	0	0	1	0	0	1
228	Москва	123124	1	0	0	2	0	0
387	Россия	123110	0	0	2	0	0	3
6858	Хабаровский край	122966	0	2	0	0	4	0
678	Новосибирская область	122513	3	2	0	7	2	0
78596908	Россия	122076	0	0	1	0	0	1
6378	Карагандинская область	121898	1	4	0	1	7	0
52660	Казахстан	121498	1	1	0	1	1	0
120440664	Черниговская область	120787	0	1	0	0	1	0
79765	Тернопольская область	120783	1	2	0	1	2	0
53	Россия	120745	0	0	4	0	0	4
173885141	Москва	120559	0	1	0	0	1	0
219910436	Азербайджан	120506	0	1	0	0	8	0
227	Москва	120299	0	2	0	0	2	0
865	Бурятия	120274	2	2	0	3	2	0
428	Волгоградская область	120168	1	2	0	1	2	0
41012	Харьковская область	119962	2	4	0	3	4	0
274	Москва	119950	0	1	0	0	1	0
49919	Казахстан	119902	1	4	0	1	10	0
43812	Ханты-Мансийский АО	119632	0	4	0	0	4	0
249989009	NA	119541	0	0	1	0	0	1
659	Россия	119492	0	0	5	0	0	9
62116	Брестская область	119234	0	4	0	0	7	0
666	Красноярский край	119135	2	2	0	3	2	0
3711	Днепропетровская область	119124	1	2	0	1	2	0
2781	Донецкая область	118984	0	2	0	0	2	0
244152229	Коми	118657	0	1	0	0	2	0
10126	Крым	118487	4	5	0	4	5	0
65631	Крым	118252	3	1	0	6	1	0
2753	Витебская область	118086	0	5	0	0	5	0
602	Россия	117721	0	0	3	0	0	3
601	Москва	117090	0	3	0	0	3	0
725	Пермский край	116765	2	2	0	2	3	0
246242346	Хабаровский край	116515	2	0	0	2	0	0
2474	Крым	116271	3	1	0	3	2	0
157941615	Московская область	115833	0	1	0	0	1	0
123568048	Россия	115647	0	0	1	0	0	3
181235233	Луганская область	115603	0	1	0	0	1	0
26855	Казахстан	115537	1	2	0	4	2	0
240201247	Москва	115041	0	1	0	0	1	0
89	Башкирия	114643	0	1	0	0	3	0
168562062	Россия	114594	0	0	1	0	0	3
189884668	Воронежская область	114468	0	1	0	0	1	0
1207	Казахстан	114105	3	4	0	5	4	0
8556	Донецкая область	114057	2	0	0	2	0	0
58174342	Киев	114046	0	1	0	0	3	0
543	Калужская область	113878	0	1	0	0	1	0
234587251	Россия	113834	0	0	1	0	0	1
20039	Казахстан	113568	1	0	0	1	0	0
252	Москва	113560	1	2	0	2	4	0
234918168	Киев	113452	0	1	0	0	2	0
186104391	Херсонская область	113209	1	0	0	1	0	0
87545	NA	113019	0	0	1	0	0	2
164409	Сумская область	112989	1	3	0	1	3	0
169421966	Минск	112951	0	0	1	0	0	2
11047	Казахстан	112824	4	0	0	9	0	0
9093	Казахстан	112810	2	1	0	2	1	0
39353	Запорожская область	112748	1	3	0	1	3	0
137	Москва	112604	1	1	0	1	1	0
156791825	NA	112441	0	0	1	0	0	1
220	Москва	112346	0	2	0	0	3	0
47785	Гомельская область	112051	2	3	0	10	3	0
836	NA	111971	0	0	3	0	0	3
140939060	Татарстан	111175	0	1	0	0	1	0
6028	Самарская область	111083	1	3	0	1	6	0
245	Москва	110993	0	3	0	0	3	0
243176344	Одесская область	110719	0	1	0	0	1	0
19501	Киев	110515	0	2	0	0	3	0
238	Москва	110307	0	4	0	0	4	0
26226180	NA	110294	0	0	1	0	0	2
5616	Киев	110130	3	1	0	4	2	0
31991	Донецкая область	109971	1	1	0	1	1	0
220983220	Москва	109692	0	1	0	0	1	0
396	Амурская область	109663	0	3	0	0	3	0
215938598	Латвия	109396	0	1	0	0	1	0
250044646	Киев	109315	1	0	0	1	0	0
105	NA	108645	0	0	1	0	0	2
247622709	NA	108473	0	0	1	0	0	1
66685042	Украина	108439	0	1	0	0	1	0
139571326	Казахстан	107849	0	2	0	0	2	0
5860	Иркутская область	107783	2	4	0	3	4	0
41	Владимирская область	107700	0	3	0	0	3	0
770	Рязанская область	107618	0	1	0	0	1	0
446	Липецкая область	107579	0	3	0	0	4	0
229	Москва	107470	0	1	0	0	1	0
245118988	NA	107423	0	0	1	0	0	1
246107890	Алтайский край	106893	0	1	0	0	1	0
6250	Алтайский край	106801	2	1	0	5	1	0
4255	Астана	106329	0	0	3	0	0	3
31718	NA	106203	0	0	4	0	0	6
4666366	Алтайский край	106079	0	1	0	0	1	0
79898	Россия	105675	0	0	3	0	0	3
442	Вологодская область	105627	0	2	0	0	2	0
643159	Волгоградская область	105625	0	1	0	0	1	0
769	Рязанская область	105336	0	2	0	0	3	0
767	Ярославская область	105276	0	2	0	0	3	0
40976	Харьковская область	105248	0	1	0	0	1	0
959	Казахстан	105203	1	1	1	1	2	1
