Лемма	positive		negative		not positive	pos fraction		pos fraction without Moscow		mean pos percentage		mean neg percentage		pos neg ratio		percentage defect		rank defect	
заоднем	0	0	1	1	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
купорка	1	1	3	3	4	25.00	25.00	33.33	33.33	0.00	0.00	0.02	0.00	0.19	0.00	0.81	0.00	1.00	1.00
котельцовый	2	2	0	0	0	100.00	100.00	100.00	100.00	0.06	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
кунять	3	3	7	7	4	30.00	30.00	37.50	37.50	0.00	0.00	0.01	0.00	0.03	0.00	0.97	0.00	1.00	1.00
шалабушки	0	0	1	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
гороховица	1	1	0	0	2	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
ляпки	5	5	43	43	44	10.42	10.42	12.20	12.20	0.02	0.00	0.09	0.00	0.18	0.00	0.82	0.00	1.00	1.00
тутник	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
чухать	0	0	98	98	84	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.03	0.00	0.00	0.00	0.00	1.00	1.00
пухто	0	0	4	4	14	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	1.00	1.00
сорога	3	3	3	3	4	50.00	50.00	50.00	50.00	0.02	0.00	0.02	0.00	0.87	0.00	0.21	0.00	0.50	1.00
окараться	2	2	0	0	1	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
горбулка	0	0	5	5	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
кеч	0	0	35	35	49	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.03	0.00	0.00	0.00	0.00	1.00	1.00
тулик	0	0	3	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
араз	0	0	48	48	32	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.01	0.00	0.00	0.00	0.00	1.00	1.00
рыпа	0	0	269	269	315	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.33	0.00	0.00	0.00	0.00	1.00	1.00
вербач	1	1	0	0	1	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
сотовик	0	0	9	9	6	0.00	0.00	0.00	0.00	0.00	0.00	0.23	0.00	0.00	0.00	0.00	0.00	1.00	1.00
тырситься	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
дикорос	5	5	47	47	28	9.62	9.62	10.87	10.87	0.01	0.00	0.06	0.00	0.22	0.00	0.78	0.00	1.00	1.00
материковский	0	0	1	1	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
рыготать	1	1	1	1	5	50.00	50.00	100.00	100.00	0.00	0.00	0.00	0.00	6.75	0.00	0.00	0.00	0.00	1.00
двухквартирник	1	1	0	0	0	100.00	100.00	100.00	100.00	0.11	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
йошкинский	0	0	1	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
мультифорка	2	2	3	3	0	40.00	40.00	66.67	66.67	0.01	0.00	0.02	0.00	0.47	0.00	0.66	0.00	0.50	1.00
шобон	0	0	5	5	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
районский	2	2	8	8	6	20.00	20.00	22.22	22.22	0.11	0.00	0.02	0.00	4.58	0.00	0.00	0.00	0.00	1.00
Слепцовка	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
коринка	0	0	7	7	10	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
бурситет	2	2	1	1	0	66.67	66.67	66.67	66.67	0.00	0.00	0.00	0.00	0.20	0.00	0.80	0.00	1.00	1.00
изнахратить	3	3	4	4	3	42.86	42.86	42.86	42.86	0.01	0.00	0.01	0.00	1.13	0.00	0.15	0.00	0.44	1.00
опанелка	0	0	1	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
селюковский	2	2	4	4	5	33.33	33.33	50.00	50.00	0.00	0.00	0.01	0.00	0.02	0.00	0.98	0.00	1.00	1.00
бичёвник	0	0	1	1	4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
мульда	3	3	2	2	0	60.00	60.00	75.00	75.00	0.03	0.00	0.00	0.00	7.70	0.00	0.00	0.00	0.00	1.00
деляна	5	5	4	4	1	55.56	55.56	71.43	71.43	0.01	0.00	0.00	0.00	3.11	0.00	0.14	0.00	0.12	1.00
ульский	0	0	2	2	2	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	1.00	1.00
родова	2	2	31	31	21	6.06	6.06	6.90	6.90	0.01	0.00	0.03	0.00	0.32	0.00	0.68	0.00	1.00	1.00
казёнить	0	0	6	6	6	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
замного	0	0	2	2	2	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
багадул	1	1	1	1	1	50.00	50.00	50.00	50.00	0.05	0.00	0.01	0.00	8.70	0.00	0.00	0.00	0.00	1.00
бозо	0	0	13	13	16	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	1.00	1.00
залеп	0	0	7	7	3	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	1.00	1.00
тютина	1	1	55	55	35	1.79	1.79	2.04	2.04	0.00	0.00	1.18	0.01	0.00	0.00	1.00	0.00	1.00	1.00
чубарик	0	0	3	3	3	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
схилять	2	2	26	26	36	7.14	7.14	7.14	7.14	0.01	0.00	0.07	0.07	0.08	0.00	0.92	0.00	1.00	1.00
муль	0	0	341	341	298	0.00	0.00	0.00	0.00	0.00	0.00	0.23	0.08	0.00	0.00	0.00	0.00	1.00	1.00
кутарки	1	1	3	3	1	25.00	25.00	50.00	50.00	0.00	0.00	0.00	0.00	1.02	0.00	0.00	0.00	0.00	1.00
Кырск	1	1	2	2	3	33.33	33.33	50.00	50.00	0.00	0.00	0.00	0.00	1.39	0.00	0.00	0.00	0.00	1.00
толобы	1	1	2	2	4	33.33	33.33	50.00	50.00	0.06	0.00	0.00	0.00	125.05	0.00	0.00	0.00	0.00	1.00
шаварма	0	0	32	32	23	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	1.00	1.00
вимба	0	0	3	3	4	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	1.00	1.00
газвода	5	5	4	4	13	55.56	55.56	71.43	71.43	0.01	0.00	0.01	0.00	0.56	0.00	0.58	0.00	0.50	1.00
скобарь	0	0	8	8	20	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	1.00	1.00
бадик	5	5	7	7	12	41.67	41.67	50.00	50.00	0.02	0.00	0.01	0.00	1.89	0.00	0.12	0.00	0.22	1.00
Кишин	0	0	2	2	6	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	1.00	1.00
шкорки	2	2	2	2	0	50.00	50.00	50.00	50.00	0.00	0.00	0.00	0.00	1.35	0.00	0.00	0.00	0.00	1.00
богадул	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
шкрек	2	2	0	0	2	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
локер	0	0	33	33	37	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	1.00	1.00
кура	3	3	46	46	47	6.12	6.12	7.50	7.50	0.01	0.00	0.11	0.00	0.13	0.00	0.87	0.00	1.00	1.00
курумник	1	1	4	4	2	20.00	20.00	25.00	25.00	0.11	0.00	0.01	0.00	7.65	0.00	0.00	0.00	0.00	1.00
крутка	0	0	249	249	128	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11	0.00	0.00	0.00	0.00	1.00	1.00
селючество	1	1	0	0	0	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
полоротый	5	5	3	3	9	62.50	62.50	71.43	71.43	0.02	0.00	0.01	0.00	3.67	0.00	0.00	0.00	0.00	1.00
альтфатер	1	1	1	1	3	50.00	50.00	50.00	50.00	0.00	0.00	0.00	0.00	2.49	0.00	0.00	0.00	0.00	1.00
сущик	0	0	6	6	6	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
шахер	0	0	10	10	10	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
калега	0	0	5	5	5	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
блондить	0	0	1	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
местовое	1	1	0	0	0	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
углярка	4	4	0	0	4	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
шуфлядка	1	1	11	11	18	8.33	8.33	9.09	9.09	0.00	0.00	0.02	0.00	0.08	0.00	0.92	0.00	1.00	1.00
мантоварка	4	4	13	13	10	23.53	23.53	13.33	13.33	0.00	0.00	0.05	0.00	0.04	0.00	0.96	0.00	1.00	1.00
дерибаска	0	0	3	3	3	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
бегушка	2	2	2	2	2	50.00	50.00	66.67	66.67	0.01	0.00	0.00	0.00	6.38	0.00	0.00	0.00	0.00	1.00
микраш	0	0	6	6	8	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
чкаться	0	0	1	1	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
рогачка	0	0	1	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
толчёнка	5	5	12	12	13	29.41	29.41	33.33	33.33	0.01	0.00	0.03	0.00	0.39	0.00	0.62	0.00	0.89	1.00
блондать	0	0	2	2	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
хитник	1	1	0	0	1	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
чойс	0	0	26	26	25	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	1.00	1.00
харып	0	0	2	2	1	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
кучмовоз	1	1	0	0	0	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
кастрюлить	2	2	0	0	1	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
домашники	0	0	12	12	21	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	1.00	1.00
каралька	2	2	5	5	5	28.57	28.57	33.33	33.33	0.01	0.00	0.01	0.00	0.67	0.00	0.33	0.00	1.00	1.00
груздянка	0	0	3	3	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
ловитки	1	1	0	0	3	100.00	100.00	100.00	100.00	0.03	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
ламбина	0	0	1	1	7	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	1.00	1.00
биндёга	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
бендёга	0	0	4	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	1.00	1.00
молодожёнка	1	1	0	0	2	100.00	100.00	100.00	100.00	0.02	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
чебурята	2	2	1	1	2	66.67	66.67	66.67	66.67	0.03	0.00	0.00	0.00	8.58	0.00	0.00	0.00	0.00	1.00
чирус	1	1	0	0	0	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
граз	0	0	28	28	35	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	1.00	1.00
шибаться	0	0	3	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
ранешний	4	4	12	12	5	25.00	25.00	30.77	30.77	0.00	0.00	0.03	0.00	0.08	0.00	0.92	0.00	1.00	1.00
бадлон	0	0	17	17	57	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	1.00	1.00
надурняк	1	1	0	0	0	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
одоробла	1	1	0	0	0	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
чебовский	1	1	1	1	1	50.00	50.00	50.00	50.00	0.01	0.00	0.03	0.00	0.46	0.00	0.54	0.00	1.00	1.00
Слепцовск	1	1	2	2	0	33.33	33.33	33.33	33.33	0.21	0.00	0.04	0.00	5.10	0.00	0.00	0.00	0.00	1.00
хобза	0	0	8	8	8	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.02	0.00	0.00	0.00	0.00	1.00	1.00
богодул	3	3	1	1	0	75.00	75.00	100.00	100.00	0.04	0.00	0.00	0.00	164.91	0.00	0.00	0.00	0.00	1.00
сморода	1	1	36	36	29	2.70	2.70	2.78	2.78	0.02	0.00	0.05	0.00	0.42	0.00	0.58	0.00	1.00	1.00
ремок	2	2	13	13	13	13.33	13.33	16.67	16.67	0.00	0.00	0.04	0.00	0.08	0.00	0.92	0.00	1.00	1.00
пиджачка	0	0	63	63	26	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.02	0.00	0.00	0.00	0.00	1.00	1.00
красовский	3	3	101	101	80	2.88	2.88	4.00	4.00	0.00	0.00	0.11	0.02	0.01	0.00	0.99	0.00	1.00	1.00
сейгод	2	2	3	3	0	40.00	40.00	40.00	40.00	0.02	0.00	0.01	0.00	1.37	0.00	0.00	0.00	0.00	1.00
одяжка	0	0	3	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
кугутня	1	1	2	2	1	33.33	33.33	33.33	33.33	0.00	0.00	0.01	0.00	0.02	0.00	0.98	0.00	1.00	1.00
порато	0	0	3	3	3	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
полублагоустроенный	4	4	1	1	5	80.00	80.00	80.00	80.00	0.01	0.00	0.00	0.00	4.40	0.00	0.08	0.00	0.12	1.00
свороток	5	5	9	9	7	35.71	35.71	50.00	50.00	0.07	0.00	0.01	0.00	8.24	0.00	0.03	0.00	0.25	1.00
латка	0	0	247	247	161	0.00	0.00	0.00	0.00	0.00	0.00	0.65	0.04	0.00	0.00	0.00	0.00	1.00	1.00
шурушки	2	2	2	2	4	50.00	50.00	66.67	66.67	0.01	0.00	0.00	0.00	5.09	0.00	0.00	0.00	0.00	1.00
неудобица	1	1	0	0	1	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
багул	2	2	3	3	3	40.00	40.00	50.00	50.00	0.02	0.00	0.01	0.00	1.35	0.00	0.23	0.00	0.25	1.00
жлыга	0	0	5	5	8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
забутовка	0	0	3	3	3	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
ранешный	1	1	1	1	0	50.00	50.00	50.00	50.00	0.00	0.00	0.01	0.00	0.09	0.00	0.91	0.00	1.00	1.00
люксованный	0	0	3	3	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
садоогород	3	3	1	1	1	75.00	75.00	75.00	75.00	0.03	0.00	0.00	0.00	10.83	0.00	0.00	0.00	0.00	1.00
царан	1	1	6	6	3	14.29	14.29	14.29	14.29	0.03	0.00	0.01	0.00	2.47	0.00	0.00	0.00	0.00	1.00
догоняшки	6	6	6	6	11	50.00	50.00	60.00	60.00	0.01	0.00	0.05	0.00	0.20	0.00	0.81	0.00	0.89	1.00
растягай	0	0	2	2	2	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	1.00	1.00
грядушка	4	4	7	7	3	36.36	36.36	57.14	57.14	0.03	0.00	0.01	0.00	2.64	0.00	0.00	0.00	0.00	1.00
каракат	2	2	7	7	13	22.22	22.22	22.22	22.22	0.02	0.00	0.01	0.01	1.55	0.00	0.00	0.00	0.00	1.00
ульяновка	3	3	127	127	130	2.31	2.31	2.63	2.63	0.03	0.00	0.05	0.02	0.58	0.00	0.42	0.00	1.00	1.00
курмыш	1	1	6	6	7	14.29	14.29	16.67	16.67	0.00	0.00	0.03	0.00	0.09	0.00	0.91	0.00	1.00	1.00
уёк	0	0	8	8	2	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
шаять	7	7	13	13	20	35.00	35.00	36.84	36.84	0.01	0.00	0.01	0.00	0.61	0.00	0.51	0.00	0.60	1.00
растренькать	0	0	2	2	1	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
ерик	1	1	10	10	10	9.09	9.09	10.00	10.00	0.00	0.00	0.03	0.00	0.15	0.00	0.85	0.00	1.00	1.00
бодыч	1	1	0	0	1	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
хохоряшки	2	2	1	1	4	66.67	66.67	100.00	100.00	0.01	0.00	0.00	0.00	32.52	0.00	0.00	0.00	0.00	1.00
жамка	6	6	318	318	334	1.85	1.85	2.08	2.08	0.03	0.00	0.50	0.05	0.06	0.00	0.94	0.00	1.00	1.00
шурупать	4	4	0	0	1	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
темнушка	5	5	4	4	3	55.56	55.56	62.50	62.50	0.01	0.00	0.01	0.00	0.97	0.00	0.17	0.00	0.50	1.00
люксовка	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
Крас	1	1	40	40	26	2.44	2.44	3.03	3.03	0.00	0.00	0.04	0.00	0.11	0.00	0.89	0.00	1.00	1.00
строгалка	2	2	0	0	1	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
лапшак	1	1	0	0	1	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
копаль	1	1	2	2	2	33.33	33.33	33.33	33.33	0.01	0.00	0.01	0.00	1.29	0.00	0.00	0.00	0.00	1.00
вязочка	5	5	11	11	6	31.25	31.25	35.71	35.71	0.01	0.00	0.03	0.00	0.45	0.00	0.60	0.00	0.81	1.00
Златка	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
хапчик	0	0	15	15	17	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	1.00	1.00
притёс	1	1	1	1	1	50.00	50.00	50.00	50.00	0.00	0.00	0.01	0.00	0.25	0.00	0.75	0.00	1.00	1.00
водогрей	0	0	8	8	25	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
фортан	0	0	1	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
городушки	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
бутерик	1	1	0	0	1	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
гопа	4	4	104	104	71	3.70	3.70	4.26	4.26	0.04	0.00	0.42	0.02	0.10	0.00	0.90	0.00	1.00	1.00
кушери	2	2	16	16	6	11.11	11.11	13.33	13.33	0.01	0.00	0.04	0.04	0.18	0.00	0.82	0.00	1.00	1.00
кублиться	1	1	0	0	0	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
харыпка	1	1	1	1	0	50.00	50.00	50.00	50.00	0.11	0.00	0.02	0.00	6.88	0.00	0.00	0.00	0.00	1.00
спадывать	3	3	8	8	7	27.27	27.27	30.00	30.00	0.00	0.00	0.01	0.00	0.47	0.00	0.53	0.00	1.00	1.00
оптарь	1	1	0	0	0	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
горбовик	1	1	0	0	0	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
мультифора	0	0	1	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
скобариха	0	0	1	1	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
кукса	2	2	94	94	52	2.08	2.08	2.53	2.53	0.11	0.00	0.22	0.02	0.48	0.00	0.52	0.00	1.00	1.00
сижка	1	1	14	14	8	6.67	6.67	11.11	11.11	0.00	0.00	0.02	0.00	0.13	0.00	0.87	0.00	1.00	1.00
кукси	1	1	37	37	38	2.63	2.63	2.78	2.78	0.08	0.00	0.07	0.07	1.11	0.00	0.00	0.00	0.00	1.00
растыка	5	5	2	2	4	71.43	71.43	71.43	71.43	0.02	0.00	0.01	0.00	2.57	0.00	0.07	0.00	0.11	1.00
видовка	1	1	0	0	0	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
ладки	2	2	27	27	19	6.90	6.90	8.00	8.00	0.01	0.00	0.04	0.00	0.17	0.00	0.83	0.00	1.00	1.00
автолайн	1	1	18	18	23	5.26	5.26	6.67	6.67	0.00	0.00	0.10	0.10	0.00	0.00	1.00	0.00	1.00	1.00
одикнуть	0	0	2	2	1	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
шарушки	1	1	3	3	1	25.00	25.00	50.00	50.00	0.00	0.00	0.00	0.00	1.05	0.00	0.00	0.00	0.00	1.00
Ижик	3	3	3	3	3	50.00	50.00	50.00	50.00	0.03	0.00	0.01	0.00	2.82	0.00	0.00	0.00	0.00	1.00
садинка	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
Симфик	0	0	1	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
голить	4	4	77	77	30	4.94	4.94	5.06	5.06	0.01	0.00	0.05	0.06	0.29	0.00	0.71	0.00	1.00	1.00
апушка	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
боровок	0	0	19	19	11	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.00	0.00	0.00	0.00	1.00	1.00
бодан	0	0	3	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	1.00	1.00
полублаг	3	3	0	0	7	100.00	100.00	100.00	100.00	0.16	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
грачевать	1	1	2	2	0	33.33	33.33	33.33	33.33	0.00	0.00	0.00	0.00	0.35	0.00	0.65	0.00	1.00	1.00
белоголовник	1	1	1	1	4	50.00	50.00	50.00	50.00	0.01	0.00	0.00	0.00	9.37	0.00	0.00	0.00	0.00	1.00
явочка	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	1.00	1.00
турлы	1	1	6	6	7	14.29	14.29	14.29	14.29	0.02	0.00	0.01	0.01	2.46	0.00	0.00	0.00	0.00	1.00
дикошарый	6	6	1	1	1	85.71	85.71	85.71	85.71	0.01	0.00	0.00	0.00	2.68	0.00	0.22	0.00	0.20	1.00
сырть	0	0	1	1	2	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
козный	4	4	7	7	4	36.36	36.36	57.14	57.14	0.02	0.00	0.09	0.00	0.22	0.00	0.78	0.00	1.00	1.00
максать	0	0	2	2	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
калать	0	0	180	180	157	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.21	0.00	0.00	0.00	0.00	1.00	1.00
берик	1	1	50	50	43	1.96	1.96	2.08	2.08	0.00	0.00	0.09	0.05	0.04	0.00	0.96	0.00	1.00	1.00
бормаш	0	0	2	2	1	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
тяма	1	1	0	0	1	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
аргиш	0	0	3	3	2	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
лобань	1	1	3	3	4	25.00	25.00	25.00	25.00	0.00	0.00	0.01	0.00	0.43	0.00	0.57	0.00	1.00	1.00
оренский	1	1	1	1	1	50.00	50.00	100.00	100.00	0.01	0.00	0.00	0.00	15.71	0.00	0.00	0.00	0.00	1.00
копач	1	1	68	68	51	1.45	1.45	1.72	1.72	0.00	0.00	0.05	0.01	0.06	0.00	0.94	0.00	1.00	1.00
