Лемма	positive		negative		not positive	pos fraction		pos fraction without Moscow		mean pos percentage		mean neg percentage		pos neg ratio		percentage defect		rank defect	
неудобица	1	1	0	0	1	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
бичевоз	0	0	1	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
сотовик	0	0	10	10	6	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.00	0.00	0.00	0.00	0.00	1.00	1.00
альтфатер	1	1	1	1	4	50.00	50.00	50.00	50.00	0.00	0.00	0.00	0.00	2.71	0.00	0.00	0.00	0.00	1.00
растыка	5	5	2	2	4	71.43	71.43	71.43	71.43	0.02	0.00	0.01	0.00	2.02	0.00	0.14	0.00	0.22	1.00
блондать	0	0	2	2	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
бегушка	2	2	2	2	2	50.00	50.00	66.67	66.67	0.02	0.00	0.00	0.00	8.55	0.00	0.00	0.00	0.00	1.00
опанелка	0	0	1	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
Севик	0	0	3	3	4	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	1.00	1.00
буузная	1	1	1	1	0	50.00	50.00	50.00	50.00	0.03	0.00	0.01	0.00	2.52	0.00	0.00	0.00	0.00	1.00
порато	0	0	3	3	6	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
пиджачка	0	0	64	64	27	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.02	0.00	0.00	0.00	0.00	1.00	1.00
дирик	0	0	64	64	53	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.02	0.00	0.00	0.00	0.00	1.00	1.00
капшук	0	0	14	14	4	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	1.00	1.00
шурушки	2	2	2	2	4	50.00	50.00	66.67	66.67	0.02	0.00	0.00	0.00	6.28	0.00	0.00	0.00	0.00	1.00
домашники	0	0	15	15	23	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.02	0.00	0.00	0.00	0.00	1.00	1.00
полоротый	5	5	3	3	9	62.50	62.50	71.43	71.43	0.02	0.00	0.01	0.00	3.10	0.00	0.00	0.00	0.00	1.00
оптарь	1	1	0	0	0	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
скобарь	0	0	11	11	33	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	1.00	1.00
ераз	0	0	16	16	9	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	1.00	1.00
чебурята	2	2	1	1	2	66.67	66.67	66.67	66.67	0.06	0.00	0.01	0.00	10.52	0.00	0.00	0.00	0.00	1.00
многоквартирник	3	3	5	5	1	37.50	37.50	42.86	42.86	0.01	0.00	0.02	0.00	0.50	0.00	0.50	0.00	1.00	1.00
Слепцовск	1	1	3	3	0	25.00	25.00	25.00	25.00	0.25	0.00	0.07	0.00	3.75	0.00	0.00	0.00	0.00	1.00
одяжка	0	0	3	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
вилюшка	0	0	5	5	2	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
богадул	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
молодожёнка	2	2	0	0	2	100.00	100.00	100.00	100.00	0.05	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
Кишин	0	0	4	4	6	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	1.00	1.00
дерибас	2	2	38	38	20	5.00	5.00	5.71	5.71	0.03	0.00	0.10	0.10	0.30	0.00	0.70	0.00	1.00	1.00
Бирик	1	1	0	0	3	100.00	100.00	100.00	100.00	0.02	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
скиба	1	1	0	0	0	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
схилять	3	3	31	31	42	8.82	8.82	8.82	8.82	0.01	0.00	0.16	0.16	0.07	0.00	0.93	0.00	1.00	1.00
деляна	8	8	7	7	1	53.33	53.33	61.54	61.54	0.03	0.00	0.01	0.00	3.95	0.00	0.05	0.00	0.12	1.00
шарушки	1	1	3	3	1	25.00	25.00	50.00	50.00	0.00	0.00	0.00	0.00	1.09	0.00	0.00	0.00	0.00	1.00
вербач	1	1	0	0	1	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
ранешний	4	4	13	13	5	23.53	23.53	28.57	28.57	0.00	0.00	0.04	0.00	0.07	0.00	0.93	0.00	1.00	1.00
политпроект	2	2	4	4	5	33.33	33.33	33.33	33.33	0.00	0.00	0.02	0.00	0.02	0.00	0.98	0.00	1.00	1.00
родовик	0	0	4	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
купорка	1	1	3	3	4	25.00	25.00	33.33	33.33	0.00	0.00	0.02	0.00	0.18	0.00	0.82	0.00	1.00	1.00
матиться	2	2	6	6	4	25.00	25.00	25.00	25.00	0.02	0.00	0.01	0.00	1.54	0.00	0.00	0.00	0.00	1.00
автолайн	1	1	20	20	24	4.76	4.76	5.88	5.88	0.00	0.00	0.15	0.15	0.00	0.00	1.00	0.00	1.00	1.00
рыпа	0	0	318	318	328	0.00	0.00	0.00	0.00	0.00	0.00	0.58	0.58	0.00	0.00	0.00	0.00	1.00	1.00
калать	0	0	257	257	208	0.00	0.00	0.00	0.00	0.00	0.00	0.45	0.45	0.00	0.00	0.00	0.00	1.00	1.00
шаварма	0	0	35	35	24	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	1.00	1.00
белоголовник	4	4	1	1	5	80.00	80.00	80.00	80.00	0.06	0.00	0.00	0.00	30.40	0.00	0.00	0.00	0.00	1.00
Вартовск	2	2	44	44	20	4.35	4.35	4.55	4.55	0.02	0.00	0.28	0.28	0.08	0.00	0.92	0.00	1.00	1.00
толчёнка	5	5	12	12	15	29.41	29.41	33.33	33.33	0.02	0.00	0.04	0.00	0.47	0.00	0.58	0.00	0.78	1.00
заоднем	0	0	1	1	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
кеч	0	0	41	41	53	0.00	0.00	0.00	0.00	0.00	0.00	0.29	0.04	0.00	0.00	0.00	0.00	1.00	1.00
кушери	2	2	16	16	6	11.11	11.11	13.33	13.33	0.01	0.00	0.05	0.05	0.18	0.00	0.82	0.00	1.00	1.00
бичарня	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
притёс	1	1	1	1	1	50.00	50.00	50.00	50.00	0.00	0.00	0.02	0.00	0.29	0.00	0.71	0.00	1.00	1.00
аргиш	0	0	3	3	6	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
дерибаска	0	0	3	3	3	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
мастерка	3	3	0	0	3	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
улановский	2	2	14	14	9	12.50	12.50	13.33	13.33	0.06	0.00	0.07	0.00	0.84	0.00	0.16	0.00	1.00	1.00
мантышница	0	0	15	15	6	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	1.00	1.00
материковский	0	0	1	1	4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
люксовка	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
каблуха	2	2	6	6	6	25.00	25.00	28.57	28.57	0.01	0.00	0.03	0.00	0.33	0.00	0.67	0.00	1.00	1.00
дикорос	6	6	88	88	51	6.38	6.38	6.90	6.90	0.02	0.00	0.16	0.21	0.14	0.00	0.86	0.00	1.00	1.00
вихотка	10	10	7	7	10	58.82	58.82	71.43	71.43	0.02	0.00	0.00	0.00	4.16	0.00	0.12	0.00	0.14	1.00
крутка	0	0	278	278	165	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.14	0.00	0.00	0.00	0.00	1.00	1.00
