Author	Loc	Words count	Positive lemmas	Negative lemmas	Not positive lemmas	Positive occs	Negative occs	Not positive occs
10237737	Москва	4712	0	1	0	0	1	0
166136664	Россия	4712	0	0	1	0	0	1
39209037	Львовская область	4711	0	1	0	0	1	0
197157166	Москва	4710	0	1	0	0	2	0
248264896	NA	4709	0	0	1	0	0	3
165822252	Украина	4709	0	1	0	0	1	0
7939757	Россия	4709	0	0	1	0	0	1
245380339	Тюменская область	4708	0	1	0	0	2	0
29411823	NA	4707	0	0	1	0	0	1
120292642	Россия	4706	0	0	1	0	0	1
104182483	Адыгея	4703	0	1	0	0	1	0
153489770	Россия	4701	0	0	1	0	0	1
82017630	Башкирия	4699	0	1	0	0	1	0
135251936	Запорожская область	4698	0	1	0	0	1	0
169556644	NA	4698	0	0	1	0	0	1
97431501	Россия	4697	0	0	1	0	0	1
246113931	Крым	4695	0	1	0	0	1	0
3789045	Карагандинская область	4694	1	0	0	4	0	0
94222814	Саратовская область	4694	0	1	0	0	1	0
22043582	Россия	4694	0	0	1	0	0	1
221346860	Минск	4694	0	0	1	0	0	1
171861669	Самарская область	4692	0	1	0	0	1	0
95076289	NA	4692	0	0	1	0	0	1
161914871	Москва	4691	0	1	0	0	1	0
146844479	Удмуртия	4689	0	1	0	0	1	0
43541568	Москва	4688	0	1	0	0	1	0
171777777	Харьковская область	4685	0	1	0	0	1	0
3599	Ямало-Ненецкий АО	4685	0	1	0	0	1	0
33035493	Саратовская область	4685	0	1	0	0	1	0
11288171	Татарстан	4678	0	1	0	0	1	0
88210016	Россия	4677	0	0	1	0	0	1
154140795	NA	4677	0	0	2	0	0	2
199410838	Киев	4676	1	0	0	1	0	0
208658749	NA	4676	0	0	1	0	0	1
239904869	Владимирская область	4675	0	1	0	0	2	0
4614337	Киев	4672	1	0	0	1	0	0
218529005	Казахстан	4670	0	1	0	0	1	0
175879690	Воронежская область	4670	0	1	0	0	1	0
109982266	Россия	4669	0	0	1	0	0	1
215103977	Москва	4669	0	1	0	0	1	0
219551506	Чувашия	4668	1	0	0	1	0	0
189472553	Ярославская область	4668	0	1	0	0	1	0
17137154	Донецкая область	4668	1	0	0	1	0	0
106170759	Гомельская область	4668	1	0	0	1	0	0
14973568	Москва	4668	0	1	0	0	1	0
232511730	Вологодская область	4668	0	1	0	0	1	0
19071508	Минск	4667	0	0	1	0	0	1
34608996	Новосибирская область	4667	1	0	0	1	0	0
86099097	NA	4667	0	0	1	0	0	3
1138074	Россия	4667	0	0	1	0	0	1
9351879	Днепропетровская область	4665	1	0	0	1	0	0
6462352	Калининградская область	4665	0	1	0	0	1	0
225013596	NA	4662	0	0	1	0	0	1
145808	Великобритания	4662	0	0	1	0	0	2
1125753	NA	4661	0	0	1	0	0	2
172852180	Пермский край	4661	0	1	0	0	1	0
77840047	NA	4660	0	0	1	0	0	2
164732958	Россия	4658	0	0	1	0	0	1
117060469	NA	4658	0	0	1	0	0	2
4290429	Россия	4658	0	0	1	0	0	3
219119151	Татарстан	4657	0	1	0	0	1	0
101077569	Брестская область	4657	0	1	0	0	1	0
222874982	Самарская область	4655	0	1	0	0	1	0
231012122	NA	4655	0	0	1	0	0	5
224838694	Россия	4654	0	0	1	0	0	1
138921459	Россия	4653	0	0	1	0	0	1
210824577	Татарстан	4650	0	1	0	0	1	0
182143200	Крым	4650	1	0	0	1	0	0
315303	Киев	4649	0	1	0	0	1	0
133676391	Витебская область	4648	1	0	0	1	0	0
197949118	Россия	4648	0	0	1	0	0	1
3302	Краснодарский край	4647	0	1	0	0	2	0
206118193	Удмуртия	4647	0	1	0	0	2	0
180796223	Казахстан	4647	1	0	0	1	0	0
154755450	Пензенская область	4646	0	1	0	0	1	0
111480463	NA	4646	0	0	1	0	0	8
136429650	Тульская область	4643	0	1	0	0	1	0
181688313	Башкирия	4641	0	1	0	0	2	0
3631	Закарпатская область	4641	1	0	0	1	0	0
148344359	Житомирская область	4638	0	1	0	0	1	0
1171472	Россия	4637	0	0	1	0	0	1
1546737	Киев	4637	0	1	0	0	1	0
89577568	Украина	4636	0	1	0	0	1	0
134821056	Ярославская область	4636	0	1	0	0	1	0
89479163	Ульяновская область	4635	0	1	0	0	2	0
1047315	Крым	4635	1	0	0	1	0	0
9839769	Бурятия	4634	0	1	0	0	1	0
74969584	Черниговская область	4633	0	1	0	0	1	0
20564735	Свердловская область	4632	0	1	0	0	1	0
132462843	Россия	4632	0	0	1	0	0	1
47958058	Запорожская область	4632	0	1	0	0	1	0
203748001	Киев	4631	0	1	0	0	2	0
197455688	Черниговская область	4627	1	0	0	1	0	0
64305840	Брянская область	4627	0	1	0	0	1	0
47157530	Россия	4623	0	0	1	0	0	1
244513626	NA	4622	0	0	1	0	0	1
138553924	Киев	4621	0	1	0	0	1	0
245471270	Россия	4620	0	0	1	0	0	1
177785433	Кемеровская область	4620	0	1	0	0	1	0
206337995	Украина	4619	1	0	0	1	0	0
46053474	Россия	4617	0	0	1	0	0	1
196495265	NA	4617	0	0	1	0	0	1
210245177	Тернопольская область	4616	0	1	0	0	1	0
184297893	Удмуртия	4616	0	1	0	0	1	0
107115737	NA	4616	0	0	1	0	0	1
64541376	NA	4616	0	0	1	0	0	1
248298032	NA	4615	0	0	1	0	0	1
171717786	Челябинская область	4615	0	1	0	0	1	0
14120669	NA	4614	0	0	1	0	0	1
68247132	Донецкая область	4613	1	0	0	3	0	0
6736920	NA	4613	0	0	1	0	0	1
218113648	Москва	4610	0	1	0	0	1	0
231005054	Москва	4609	0	1	0	0	1	0
67265870	NA	4608	0	0	1	0	0	1
190372877	Красноярский край	4606	0	1	0	0	2	0
220140924	Казахстан	4606	1	0	0	1	0	0
223254227	Москва	4606	0	1	0	0	1	0
195555111	Россия	4603	0	0	1	0	0	1
233158750	Ханты-Мансийский АО	4603	0	1	0	0	1	0
29030574	Россия	4602	0	0	1	0	0	1
960702	Россия	4601	0	0	1	0	0	1
147245176	Украина	4601	1	0	0	1	0	0
239047486	Одесская область	4600	1	0	0	1	0	0
160010266	NA	4600	0	0	1	0	0	1
156901449	Коми	4600	0	1	0	0	1	0
199901131	NA	4599	0	0	1	0	0	1
233431456	Львовская область	4598	1	0	0	1	0	0
72192608	Россия	4598	0	0	1	0	0	1
3138678	Москва	4598	1	0	0	1	0	0
237778284	Россия	4597	0	0	1	0	0	1
135115771	Самарская область	4597	0	1	0	0	1	0
176910857	Ровненская область	4597	0	1	0	0	1	0
232380944	NA	4596	0	0	1	0	0	1
118416086	Оренбургская область	4595	0	1	0	0	2	0
2980369	Харьковская область	4594	1	0	0	1	0	0
9695123	Харьковская область	4594	1	0	0	1	0	0
174840681	Астана	4593	0	0	1	0	0	1
119835243	Россия	4593	0	0	1	0	0	1
125853362	NA	4593	0	0	1	0	0	1
175441456	Харьковская область	4592	1	0	0	1	0	0
179118893	Якутия	4591	0	1	0	0	1	0
142599	Россия	4590	0	0	1	0	0	1
243802175	Киев	4589	1	0	0	1	0	0
386628	NA	4588	0	0	1	0	0	1
1008321	NA	4588	0	0	1	0	0	1
59084643	Россия	4587	0	0	1	0	0	1
242976397	Россия	4587	0	0	1	0	0	1
164470700	Россия	4587	0	0	1	0	0	1
2671918	NA	4587	0	0	1	0	0	1
199761079	Россия	4585	0	0	1	0	0	1
160344172	Могилевская область	4584	0	1	0	0	1	0
196129437	Украина	4583	0	1	0	0	1	0
51535	Челябинская область	4583	0	1	0	0	1	0
39443072	Донецкая область	4582	0	1	0	0	1	0
19213	Запорожская область	4581	0	1	0	0	1	0
78331404	Львовская область	4581	0	1	0	0	1	0
140532740	Львовская область	4580	0	1	0	0	1	0
250571161	NA	4579	0	0	1	0	0	1
174373366	Москва	4578	0	1	0	0	1	0
7364060	Киев	4578	0	1	0	0	1	0
191206514	Петербург	4576	0	1	0	0	1	0
198847086	Украина	4574	0	1	0	0	1	0
247915817	Азербайджан	4574	0	1	0	0	1	0
178635613	Россия	4573	0	0	1	0	0	2
64064982	Россия	4573	0	0	1	0	0	1
249416212	Россия	4572	0	0	1	0	0	1
50777656	NA	4572	0	0	1	0	0	1
219965865	NA	4571	0	0	2	0	0	2
191477341	Татарстан	4571	0	1	0	0	2	0
219349655	Россия	4571	0	0	1	0	0	1
219158760	Башкирия	4570	0	1	0	0	2	0
147676861	Россия	4570	0	0	1	0	0	1
222857272	Москва	4570	0	1	0	0	1	0
33270346	Краснодарский край	4568	0	1	0	0	1	0
231286315	NA	4568	0	0	1	0	0	1
48447556	Минск	4567	0	0	1	0	0	2
3798	Краснодарский край	4567	0	1	0	0	3	0
152706826	Днепропетровская область	4566	0	1	0	0	1	0
232925788	Мурманская область	4566	0	1	0	0	6	0
70396	Россия	4566	0	0	1	0	0	1
134854427	NA	4565	0	0	1	0	0	1
188545945	Киев	4563	1	0	0	1	0	0
546338	Россия	4563	0	0	1	0	0	1
218696765	Казахстан	4562	0	1	0	0	1	0
5259110	Казахстан	4562	1	0	0	2	0	0
91666281	Украина	4561	0	1	0	0	2	0
229205810	Киев	4561	0	1	0	0	1	0
218128936	Украина	4561	0	1	0	0	1	0
196545020	NA	4560	0	0	1	0	0	1
5497616	Украина	4560	1	0	0	1	0	0
17770828	Алтайский край	4560	0	1	0	0	1	0
32360208	Россия	4560	0	0	1	0	0	1
473631	Донецкая область	4559	0	1	0	0	1	0
204901869	Киев	4559	0	1	0	0	1	0
222633277	Тверская область	4559	0	1	0	0	2	0
217826982	Москва	4558	0	1	0	0	1	0
11207843	NA	4556	0	0	1	0	0	1
5656159	Россия	4555	0	0	1	0	0	1
208303338	Россия	4554	0	0	1	0	0	1
17169664	Камчатский край	4554	0	1	0	0	1	0
9689374	Киев	4554	0	1	0	0	1	0
187167013	Украина	4552	0	1	0	0	1	0
226230265	NA	4549	0	0	1	0	0	1
5050940	Россия	4549	0	0	1	0	0	1
139015564	Калининградская область	4548	0	1	0	0	1	0
248058542	NA	4545	0	0	1	0	0	1
42835353	Днепропетровская область	4545	0	1	0	0	1	0
248472623	NA	4545	0	0	1	0	0	1
28629526	Тюменская область	4542	0	1	0	0	1	0
228806468	Азербайджан	4540	0	1	0	0	2	0
202124654	Москва	4540	0	1	0	0	1	0
56032	Москва	4538	0	1	0	0	1	0
17536458	Россия	4538	0	0	1	0	0	1
169281681	Кировская область	4536	0	1	0	0	1	0
234919023	Саратовская область	4536	0	1	0	0	1	0
86652151	NA	4535	0	0	1	0	0	1
244219453	Ставропольский край	4535	0	1	0	0	5	0
151817047	Россия	4535	0	0	1	0	0	1
89650602	Москва	4533	0	1	0	0	3	0
132390888	NA	4532	0	0	1	0	0	1
151745985	Киев	4532	1	0	0	1	0	0
240989914	Московская область	4531	1	0	0	4	0	0
3972	NA	4531	0	0	1	0	0	2
249351601	Москва	4530	0	1	0	0	1	0
102657324	Россия	4530	0	0	1	0	0	1
95633925	Россия	4529	0	0	1	0	0	1
223887933	Тюменская область	4528	1	0	0	1	0	0
170204016	NA	4527	0	0	1	0	0	1
110130592	Украина	4527	1	0	0	1	0	0
233353030	Днепропетровская область	4526	1	0	0	1	0	0
132633894	Ярославская область	4526	0	1	0	0	1	0
423957	Россия	4526	0	0	1	0	0	3
67190994	Москва	4526	0	1	0	0	1	0
172083822	Московская область	4525	0	1	0	0	1	0
140536350	Россия	4525	0	0	1	0	0	1
23160355	Киев	4522	1	0	0	1	0	0
182887487	Киев	4522	0	1	0	0	1	0
116079282	NA	4520	0	0	1	0	0	1
8410977	Днепропетровская область	4519	1	0	0	1	0	0
31863	Днепропетровская область	4517	0	1	0	0	1	0
101385441	Россия	4516	0	0	1	0	0	1
89235761	Витебская область	4515	0	1	0	0	1	0
229648419	Пермский край	4514	1	0	0	1	0	0
24081546	Львовская область	4511	1	0	0	1	0	0
53859856	Львовская область	4507	0	1	0	0	1	0
136441938	NA	4507	0	0	1	0	0	1
207803816	NA	4506	0	0	1	0	0	1
9602414	Киев	4505	1	0	0	1	0	0
159886993	Омская область	4505	0	1	0	0	1	0
236624636	Россия	4504	0	0	1	0	0	1
9658090	Россия	4503	0	0	1	0	0	2
219899627	Иркутская область	4501	1	0	0	1	0	0
237372081	Москва	4500	0	1	0	0	1	0
85227136	Харьковская область	4500	1	0	0	1	0	0
69122920	Украина	4500	1	0	0	1	0	0
29867427	Вологодская область	4499	0	1	0	0	1	0
122532327	NA	4499	0	0	1	0	0	1
229573171	Свердловская область	4499	0	1	0	0	1	0
224513520	Башкирия	4499	0	1	0	0	1	0
78498175	Киев	4498	0	1	0	0	1	0
135181826	Россия	4498	0	0	1	0	0	1
116199148	Донецкая область	4497	1	0	0	1	0	0
25142171	Одесская область	4497	1	0	0	1	0	0
188039341	Россия	4497	0	0	1	0	0	1
20140734	Ивано-Франковская область	4496	1	0	0	1	0	0
137453088	Москва	4496	0	1	0	0	1	0
56276799	NA	4495	0	0	1	0	0	1
31226684	Израиль	4495	0	0	1	0	0	1
245609805	Татарстан	4494	1	0	0	1	0	0
161049112	Саратовская область	4494	0	1	0	0	2	0
133158322	Кемеровская область	4493	0	1	0	0	1	0
85931889	Днепропетровская область	4491	0	1	0	0	1	0
109822439	Башкирия	4490	0	1	0	0	1	0
8983610	Днепропетровская область	4490	0	2	0	0	2	0
11930739	NA	4489	0	0	1	0	0	1
173451579	Республика Алтай	4488	1	0	0	1	0	0
64527268	Мордовия	4485	0	1	0	0	1	0
221858910	Киев	4484	0	1	0	0	1	0
167986111	Россия	4483	0	0	1	0	0	1
3239533	Минск	4482	0	0	1	0	0	1
203615107	Астана	4479	0	0	1	0	0	1
222727755	NA	4479	0	0	1	0	0	1
135109871	Башкирия	4478	0	1	0	0	1	0
246612473	NA	4478	0	0	1	0	0	1
71841172	Коми	4478	0	1	0	0	1	0
54610194	Челябинская область	4477	0	1	0	0	2	0
14033906	Харьковская область	4477	1	0	0	1	0	0
223963017	NA	4477	0	0	1	0	0	1
232845929	Запорожская область	4476	0	1	0	0	1	0
234171068	NA	4475	0	0	1	0	0	1
218183597	NA	4475	0	0	1	0	0	1
147756294	NA	4475	0	0	1	0	0	2
174294629	NA	4474	0	0	1	0	0	1
66983688	Россия	4474	0	0	1	0	0	1
17489295	Россия	4473	0	0	1	0	0	1
1279660	Молдавия	4473	0	1	0	0	1	0
235044524	NA	4473	0	0	1	0	0	1
135130943	Свердловская область	4471	1	0	0	1	0	0
231085826	NA	4470	0	0	1	0	0	1
35877366	Самарская область	4470	1	0	0	1	0	0
168756276	Татарстан	4470	0	1	0	0	1	0
4050434	Одесская область	4468	0	1	0	0	1	0
236731895	Архангельская область	4467	1	0	0	1	0	0
138074675	Россия	4467	0	0	1	0	0	1
152559889	Украина	4466	0	1	0	0	1	0
214613568	Казахстан	4466	1	0	0	1	0	0
77552270	NA	4466	0	0	1	0	0	1
157427780	Крым	4465	0	1	0	0	8	0
20924544	Москва	4465	0	1	0	0	1	0
7450589	США	4465	0	0	1	0	0	1
107696933	Крым	4462	0	1	0	0	1	0
8043176	Россия	4459	0	0	1	0	0	1
231907849	Россия	4456	0	0	1	0	0	1
222195867	Казахстан	4456	0	1	0	0	2	0
153113866	Волгоградская область	4455	0	1	0	0	1	0
209657664	Россия	4455	0	0	1	0	0	1
219913310	Россия	4455	0	0	1	0	0	2
16820788	NA	4454	0	0	1	0	0	1
134702750	Минск	4454	0	0	1	0	0	8
214979259	NA	4454	0	0	1	0	0	3
171398972	Россия	4451	0	0	1	0	0	1
44984804	Россия	4451	0	0	1	0	0	1
216850171	Астана	4451	0	0	1	0	0	1
144702637	Россия	4450	0	0	1	0	0	1
243768660	Украина	4448	1	0	0	1	0	0
240058907	NA	4445	0	0	1	0	0	2
3058547	NA	4445	0	0	1	0	0	2
184617783	Казахстан	4445	0	1	0	0	1	0
154216365	Россия	4445	0	0	5	0	0	9
77487727	Ярославская область	4445	0	1	0	0	1	0
133707181	Волгоградская область	4443	0	1	0	0	1	0
196041528	Россия	4443	0	0	1	0	0	1
243249532	Украина	4442	0	1	0	0	1	0
149243613	Брестская область	4441	1	0	0	1	0	0
140679553	Харьковская область	4441	0	1	0	0	1	0
195927024	NA	4440	0	0	1	0	0	2
175262576	Ростовская область	4438	0	1	0	0	1	0
2474291	Челябинская область	4437	0	1	0	0	1	0
191237918	NA	4437	0	0	1	0	0	3
133844179	Татарстан	4437	0	2	0	0	2	0
17794163	Днепропетровская область	4436	1	0	0	1	0	0
237682721	Павлодарская область	4436	0	1	0	0	1	0
151246690	Крым	4435	0	1	0	0	1	0
90625786	NA	4434	0	0	1	0	0	1
38178088	Рязанская область	4431	0	1	0	0	1	0
179044296	Киев	4431	1	0	0	1	0	0
216607659	Красноярский край	4431	0	1	0	0	1	0
174516278	Львовская область	4431	0	1	0	0	1	0
181518375	Иркутская область	4430	0	1	0	0	4	0
197513437	Пермский край	4430	0	1	0	0	1	0
226950625	Киев	4429	0	1	0	0	1	0
3098685	Киев	4429	1	0	0	1	0	0
35174774	Минск	4427	0	0	1	0	0	1
238865959	Пермский край	4426	0	1	0	0	1	0
232706865	NA	4425	0	0	1	0	0	2
87196	Китай	4424	0	0	1	0	0	1
212306368	Узбекистан	4424	0	1	0	0	1	0
118237596	Одесская область	4423	1	0	0	1	0	0
2030395	Крым	4423	0	1	0	0	1	0
222520822	Казахстан	4422	0	1	0	0	1	0
51332014	NA	4422	0	0	1	0	0	12
159342046	NA	4421	0	0	1	0	0	1
199879773	Татарстан	4421	0	1	0	0	1	0
86706098	Россия	4421	0	0	1	0	0	1
43374584	Ростовская область	4421	0	1	0	0	1	0
139268290	NA	4419	0	0	1	0	0	2
224770374	Украина	4418	1	0	0	1	0	0
223092210	NA	4418	0	0	1	0	0	1
213755442	Украина	4415	0	1	0	0	1	0
134442211	Татарстан	4414	0	1	0	0	1	0
118199963	Якутия	4414	1	0	0	1	0	0
189197251	Россия	4413	0	0	1	0	0	1
201372512	Винницкая область	4412	0	1	0	0	1	0
208661720	Самарская область	4412	0	1	0	0	1	0
181936050	Львовская область	4412	1	0	0	1	0	0
31158341	Украина	4412	0	1	0	0	1	0
100947338	Россия	4411	0	0	1	0	0	1
168113916	Москва	4410	0	1	0	0	1	0
93331057	Мадагаскар	4410	0	0	1	0	0	1
168313781	Донецкая область	4408	1	0	0	1	0	0
226129239	Россия	4407	0	0	1	0	0	1
233706505	Москва	4407	0	1	0	0	1	0
219131498	Россия	4406	0	0	1	0	0	1
155460797	Украина	4406	0	1	0	0	1	0
240417548	Украина	4406	0	1	0	0	2	0
32631485	Москва	4405	0	1	0	0	1	0
121471976	Киев	4405	0	1	0	0	1	0
14542036	Пермский край	4404	1	0	0	3	0	0
32981602	NA	4404	0	0	1	0	0	1
209181685	Москва	4404	0	1	0	0	1	0
242867140	Киев	4402	0	1	0	0	1	0
61899316	Кемеровская область	4401	0	1	0	0	1	0
160313497	Казахстан	4398	1	1	0	1	14	0
41690989	NA	4398	0	0	1	0	0	1
174535808	Россия	4398	0	0	1	0	0	2
6111167	Киев	4396	1	0	0	1	0	0
177248297	Ханты-Мансийский АО	4395	0	1	0	0	1	0
231226178	Казахстан	4394	0	1	0	0	1	0
79406885	Москва	4393	0	1	0	0	1	0
7921252	NA	4392	0	0	1	0	0	1
246373903	NA	4392	0	0	1	0	0	2
225054310	Украина	4391	0	1	0	0	1	0
63522206	Львовская область	4391	0	1	0	0	2	0
221302384	Запорожская область	4391	1	0	0	1	0	0
167764959	Россия	4391	0	0	1	0	0	1
207198844	Винницкая область	4389	1	0	0	1	0	0
65490350	Вологодская область	4389	0	1	0	0	1	0
137075617	NA	4387	0	0	1	0	0	2
1164618	NA	4386	0	0	1	0	0	1
119744281	Украина	4385	1	0	0	3	0	0
225871230	Харьковская область	4385	0	1	0	0	1	0
70578	Алтайский край	4384	0	1	0	0	1	0
185336458	Украина	4382	0	1	0	0	1	0
134301181	Курская область	4381	0	1	0	0	1	0
221527133	Астана	4381	0	0	1	0	0	1
132100973	Одесская область	4380	0	1	0	0	1	0
134263104	Самарская область	4380	0	1	0	0	1	0
136705	Ленинградская область	4379	0	1	0	0	1	0
234809482	Самарская область	4379	0	1	0	0	1	0
238291558	NA	4378	0	0	1	0	0	1
77025840	Ярославская область	4377	0	1	0	0	1	0
53041545	NA	4377	0	0	1	0	0	1
51865641	NA	4376	0	0	1	0	0	3
76412466	NA	4373	0	0	1	0	0	1
2175295	Новосибирская область	4373	1	0	0	1	0	0
238587159	NA	4372	0	0	1	0	0	2
34306529	NA	4371	0	0	1	0	0	1
136376351	Россия	4370	0	0	1	0	0	1
17040281	Россия	4370	0	0	1	0	0	1
224450192	Украина	4368	0	1	0	0	1	0
5022539	Тюменская область	4367	0	1	0	0	1	0
235482246	Закарпатская область	4364	1	0	0	1	0	0
246866060	Москва	4362	1	0	0	1	0	0
93043348	Украина	4362	1	0	0	1	0	0
129421657	Россия	4362	0	0	1	0	0	1
144188137	Запорожская область	4362	0	1	0	0	1	0
43451612	Россия	4362	0	0	1	0	0	1
205833772	Россия	4360	0	0	1	0	0	2
244655650	Россия	4360	0	0	1	0	0	1
38172269	Ханты-Мансийский АО	4359	0	2	0	0	3	0
163746262	Москва	4357	0	1	0	0	2	0
170942109	Харьковская область	4357	1	0	0	1	0	0
221074318	NA	4355	0	0	1	0	0	1
726533	NA	4354	0	0	1	0	0	4
191547	Якутия	4353	0	1	0	0	1	0
239423118	NA	4352	0	0	1	0	0	1
161050638	Татарстан	4351	0	1	0	0	1	0
214207551	Хакасия	4350	0	1	0	0	1	0
26557236	Самарская область	4349	0	1	0	0	1	0
8927410	Алтайский край	4349	1	0	0	2	0	0
26534955	Россия	4345	0	0	1	0	0	1
162863661	Пермский край	4345	0	1	0	0	1	0
185426340	Россия	4344	0	0	1	0	0	1
196726	Черкасская область	4343	1	0	0	1	0	0
146456699	Челябинская область	4342	1	0	0	1	0	0
248406422	Алтайский край	4342	0	1	0	0	1	0
211760726	Новосибирская область	4337	0	1	0	0	1	0
16774671	NA	4336	0	0	1	0	0	1
173894631	Саратовская область	4336	0	1	0	0	1	0
29398908	Россия	4335	0	0	1	0	0	1
35742	Иркутская область	4334	0	1	0	0	1	0
180502266	Украина	4333	0	1	0	0	2	0
3268866	Москва	4333	0	1	0	0	1	0
85472	Ставропольский край	4332	0	1	0	0	1	0
150907053	NA	4331	0	0	1	0	0	2
248070642	Казахстан	4330	0	1	0	0	2	0
23830015	Россия	4330	0	0	1	0	0	1
57210	Ленинградская область	4329	0	2	0	0	2	0
81570463	Волгоградская область	4329	0	1	0	0	2	0
49606586	Россия	4329	0	0	1	0	0	1
129353808	NA	4327	0	0	1	0	0	1
112729281	Тверская область	4326	0	1	0	0	1	0
236376466	Россия	4325	0	0	1	0	0	1
188676682	NA	4325	0	0	1	0	0	1
13106054	NA	4324	0	0	1	0	0	1
242455341	Львовская область	4323	1	0	0	1	0	0
212949411	Запорожская область	4323	0	1	0	0	1	0
23363702	NA	4322	0	0	2	0	0	2
247224591	NA	4321	0	0	1	0	0	1
185225712	Тверская область	4320	0	1	0	0	1	0
205081276	NA	4320	0	0	1	0	0	1
76189	Молдавия	4319	1	0	0	1	0	0
240328359	Архангельская область	4319	0	1	0	0	1	0
137779276	Россия	4319	0	0	1	0	0	1
235287436	Коми	4319	0	1	0	0	3	0
140174007	Киев	4319	0	1	0	0	1	0
75129658	Россия	4319	0	0	1	0	0	1
152172639	NA	4318	0	0	1	0	0	2
178577427	Днепропетровская область	4317	1	0	0	1	0	0
73710711	Одесская область	4317	0	1	0	0	8	0
2913470	NA	4317	0	0	1	0	0	1
183234087	Башкирия	4316	0	1	0	0	1	0
224712752	Липецкая область	4315	0	2	0	0	2	0
162346082	NA	4314	0	0	1	0	0	1
122693228	Россия	4313	0	0	1	0	0	1
177894555	Россия	4312	0	0	1	0	0	2
78707321	Вологодская область	4311	0	1	0	0	1	0
23498184	Россия	4309	0	0	1	0	0	1
151105782	Московская область	4308	1	0	0	1	0	0
224239663	Алтайский край	4307	0	1	0	0	2	0
122686160	Винницкая область	4306	1	0	0	1	0	0
210213433	Краснодарский край	4306	0	1	0	0	1	0
192812951	Москва	4306	0	1	0	0	1	0
55871383	Россия	4306	0	0	1	0	0	1
197237487	Россия	4306	0	0	2	0	0	2
12166850	Россия	4304	0	0	1	0	0	1
5382220	Иркутская область	4303	0	1	0	0	1	0
170522661	Россия	4303	0	0	1	0	0	2
152035764	Украина	4303	0	1	0	0	1	0
231623429	Донецкая область	4303	0	1	0	0	1	0
238554608	NA	4302	0	0	1	0	0	3
191032448	Запорожская область	4301	0	1	0	0	1	0
25649	Челябинская область	4301	0	1	0	0	2	0
13244122	Львовская область	4300	1	0	0	1	0	0
224128732	NA	4299	0	0	1	0	0	1
102433982	NA	4298	0	0	1	0	0	2
131667923	Россия	4298	0	0	1	0	0	1
63729369	Москва	4298	0	1	0	0	1	0
166558805	Якутия	4297	0	1	0	0	1	0
10336073	Тюменская область	4296	0	1	0	0	1	0
133394957	Днепропетровская область	4296	0	1	0	0	1	0
216731672	NA	4294	0	0	1	0	0	1
207055794	Россия	4294	0	0	1	0	0	1
212122966	Краснодарский край	4294	1	0	0	1	0	0
170363257	NA	4293	0	0	1	0	0	1
231329432	Россия	4292	0	0	1	0	0	1
240912264	Россия	4290	0	0	1	0	0	1
32826395	Москва	4288	0	1	0	0	1	0
47631684	Гродненская область	4288	1	0	0	3	0	0
139990860	Новосибирская область	4288	0	1	0	0	1	0
82509660	Донецкая область	4288	1	0	0	1	0	0
177061135	Москва	4286	0	1	0	0	1	0
180940161	Киев	4285	0	1	0	0	1	0
164865992	Пермский край	4285	0	1	0	0	1	0
139109233	Башкирия	4285	0	1	0	0	1	0
166073868	Россия	4284	0	0	1	0	0	1
209764038	NA	4284	0	0	1	0	0	1
243511753	NA	4283	0	0	1	0	0	3
138832079	Свердловская область	4281	0	1	0	0	2	0
35429319	NA	4279	0	0	1	0	0	1
146467564	Татарстан	4279	0	1	0	0	1	0
40275414	Крым	4278	0	1	0	0	1	0
245410641	NA	4278	0	0	1	0	0	2
136675994	Украина	4278	0	1	0	0	1	0
184550971	Ставропольский край	4277	0	1	0	0	1	0
84279747	Украина	4276	0	1	0	0	1	0
49796968	NA	4275	0	0	1	0	0	1
29392368	NA	4275	0	0	1	0	0	1
159326731	Архангельская область	4274	0	1	0	0	1	0
142154912	Украина	4272	1	0	0	1	0	0
17213493	Россия	4271	0	0	1	0	0	1
186488661	Москва	4271	0	1	0	0	1	0
174412517	Москва	4270	0	1	0	0	1	0
189891213	Бурятия	4270	1	0	0	1	0	0
135473627	Брестская область	4270	1	0	0	2	0	0
207088766	Новосибирская область	4269	0	1	0	0	1	0
3343551	Харьковская область	4269	1	0	0	1	0	0
136863317	Москва	4267	0	1	0	0	1	0
7772238	NA	4266	0	0	1	0	0	1
9803462	Харьковская область	4266	0	1	0	0	1	0
30250911	Киев	4265	0	1	0	0	1	0
138725453	Россия	4265	0	0	1	0	0	1
21143534	Харьковская область	4265	0	2	0	0	2	0
52062345	Курская область	4263	0	1	0	0	2	0
17379071	Россия	4262	0	0	1	0	0	1
13516224	Россия	4262	0	0	1	0	0	1
226955306	Крым	4262	0	1	0	0	1	0
149381124	Москва	4260	0	1	0	0	1	0
2308771	Москва	4260	0	1	0	0	2	0
57528	Россия	4260	0	0	1	0	0	1
3775646	NA	4260	0	0	1	0	0	1
164718774	Украина	4259	0	1	0	0	1	0
970802	NA	4258	0	0	1	0	0	1
192349359	Германия	4257	0	0	1	0	0	1
164668488	Николаевская область	4256	0	1	0	0	1	0
214586650	NA	4254	0	0	1	0	0	1
242302047	Хакасия	4253	0	1	0	0	1	0
1658535	Россия	4249	0	0	1	0	0	1
213871920	Архангельская область	4249	0	1	0	0	1	0
234489426	Россия	4248	0	0	1	0	0	1
70787888	Кемеровская область	4248	0	1	0	0	1	0
